包含以下主要诊断：
A02.200x005+M90.2* 沙门菌性骨髓炎
S66.500x006 腕部指内在肌腱损伤
S66.500x007 手部指内在肌和肌腱损伤
S66.500x008 手部指内在肌损伤
S66.500x009 手部指内在肌腱损伤
S66.600x001 腕和手多处屈肌和肌腱损伤
S66.601 多发性手屈肌断裂
S66.700x001 腕和手多处伸肌和肌腱损伤
S66.800 在腕和手水平的其他肌肉和肌腱的损伤
S66.900x001 腕和手肌肉和肌腱损伤
S66.900x002 腕部肌肉损伤
S66.900x003 手部肌肉损伤
S66.900x004 手指肌肉损伤
S68.001 拇指完全切断
S68.100x001 单指不全切断
S68.200x001 多指不全切断
S68.201 多手指完全切断
S68.300 手指(一部分)伴有腕和手其他部分的合~~并创伤性切断
S68.900 腕和手水平的创伤性切断
S69.700 腕和手多处损伤
S69.800 腕和手其他特指的损伤
S71.101 大腿撕脱伤
S72.000 股骨颈骨折
S72.000x011 股骨关节囊内骨折
S72.000x021 股骨头骨骺分离
S72.000x031 股骨颈头下骨折
S72.000x041 股骨颈经颈骨折
S72.000x051 股骨颈基底骨折
S72.000x081 股骨头骨折
S72.000x082 股骨髋部骨折
S72.010 开放性股骨颈骨折
S72.100x001 股骨大粗隆骨折
S72.100x002 股骨小粗隆骨折
S72.101 股骨粗隆间骨折
S72.110 开放性股骨粗隆间骨折
S72.200x001 股骨粗隆下骨折
S72.210 开放性股骨粗隆下骨折
S72.300 股骨干骨折
S72.310 开放性股骨干骨折
S72.400x001 股骨远端骨折
S72.400x012 股骨内髁骨折
S72.400x013 股骨外髁骨折
S72.400x021 股骨远端骨骺分离
S72.400x031 股骨髁上骨折
S72.400x041 股骨髁间骨折
S72.401 股骨髁骨折
S72.410 开放性股骨下端骨折
S72.700 股骨多处骨折
S72.710 开放性多发性股骨骨折
S72.800 股骨其他部位的骨折
S72.810 开放性股骨特指部位骨折
S72.900 股骨骨折
S72.900x002 股骨骨骺分离
S72.910 开放性股骨骨折
S73.000 髋脱位
S73.000x003 髋臼脱位
S73.000x011 髋关节后脱位
S73.000x021 髋关节前脱位
S73.001 髋关节半脱位
S73.100 髋扭伤和劳损
S73.100x002 创伤性髋关节积血
S73.100x011 髂股韧带扭伤
S73.100x021 髂关节囊韧带扭伤
S73.101 髋扭伤
S76.000x002 髋部肌肉损伤
S76.000x003 髋部肌腱损伤
S76.100x001 股四头肌和肌腱损伤
S76.100x002 股四头肌肌肉损伤
S76.100x003 股四头肌肌腱损伤
S76.100x004 髌腱断裂
S76.101 股四头肌腱断裂
S76.102 髌韧带损伤
S76.200x002 大腿内收肌肌肉损伤
S76.200x003 大腿内收肌肌腱损伤
S76.300x001 大腿后部肌群和肌腱损伤
S76.300x002 大腿后部肌群肌肉损伤
S76.301 大腿后部肌腱损伤
S76.401 大腿肌腱损伤
S76.402 大腿肌断裂
S76.700x001 髋和大腿多处肌肉和肌腱损伤
S78.900 髋和大腿水平的创伤性切断
S79.700 髋和大腿多处损伤
S79.701 多发性大腿损伤
S79.800 髋和大腿其他特指的损伤
S79.800x001 髋关节周围软组织损伤
S79.901 大腿损伤
S79.902 髋周软组织损伤
S81.901 小腿撕脱伤
S82.000 髌骨骨折
S82.000x002 髌骨软骨骨折
S82.000x004 髌骨袖套状骨折
S82.010 开放性髌骨骨折
S82.100x011 胫骨近端骨折伴腓骨骨折
S82.100x012 胫骨平台伴腓骨骨折
S82.100x081 胫骨近端骨折
S82.100x082 胫骨近端骨骺分离
S82.100x084 胫骨髁骨折
S82.100x085 胫骨髁间棘骨折
S82.100x086 胫骨外髁骨折
S82.100x087 胫骨平台骨折
S82.100x088 胫骨平台伴髁间骨折
S82.100x089 胫骨结节骨折
S82.101 闭合性胫骨平台骨折
S82.102 胫骨头骨折
S82.110 开放性胫骨上端骨折
S82.111 开放性胫骨头骨折
S82.200x011 胫骨干骨折伴腓骨骨折
S82.200x081 胫骨干骨折
S82.201 胫腓骨干骨折
S82.202 胫骨骨折
S82.203 胫腓骨闭合性骨折
S82.210 开放性胫骨骨干骨折
S82.211 开放性胫骨骨折
S82.212 开放性胫腓骨干骨折
S82.300x011 胫骨远端骨折伴腓骨骨折
S82.300x012 胫腓骨下端骨骺分离
S82.300x081 胫骨远端骨折
S82.300x082 胫骨远端骨骺分离
S82.300x083 Pilon 骨折
S82.301 胫腓骨下端骨折
S82.310 开放性胫骨下端骨折
S82.311 开放性胫腓骨下端骨折
S82.400x001 腓骨骨折
S82.400x002 腓骨远端骨骺分离
S82.400x011 腓骨近端骨折
S82.400x012 腓骨头骨折
S82.400x013 腓骨颈骨折
S82.400x014 腓骨小头骨折
S82.400x091 腓骨多发性骨折
S82.401 腓骨干骨折
S82.410 开放性腓骨骨折
S82.411 开放性腓骨干骨折
S82.500 内踝骨折
S82.500x001 胫骨骨折伴踝骨折
S82.501 胫骨骨折累及踝关节
S82.510 开放性内踝骨折
S82.600 外踝骨折
S82.600x001 腓骨骨折伴踝骨折
S82.601 腓骨骨折累及踝关节
S82.610 开放性外踝骨折
S82.700 小腿多处骨折
S82.710 开放性多发性小腿骨折
S82.800x081 踝骨骨折
S82.800x082 踝关节骨折
S82.801 三踝骨折
S82.802 双踝骨折
S82.803 踝骨闭合性骨折
S82.810 开放性小腿特指部位骨折
S82.811 开放性三踝骨折
S82.812 开放性双踝骨折
S82.900 小腿骨折
S82.910 开放性小腿骨折
S83.000 髌骨脱位
S83.001 髌骨半脱位
S83.100 膝关节脱位
S83.100x011 胫骨近端前脱位
S83.100x012 股骨远端后脱位
S83.100x021 胫骨近端后脱位
S83.100x031 胫骨近端内侧脱位
S83.100x041 胫骨近端外侧脱位
S83.100x081 胫腓关节脱位
S83.101 膝关节半脱位
S83.102 胫腓关节近端脱位
S83.200x001 膝半月板撕裂
S83.200x002 膝外侧半月板桶柄状撕裂
S83.200x003 膝内侧半月板桶柄状撕裂
S83.200x004 膝半月板桶柄状撕裂
S83.200x005 膝内侧半月板撕裂
S83.200x006 膝外侧半月板撕裂
S83.201 膝内侧半月板损伤
S83.202 膝外侧半月板损伤
S83.300x001 膝关节软骨撕裂
S83.400x001 膝关节副韧带扭伤
S83.400x002 膝关节副韧带断裂
S83.400x003 膝关节副韧带损伤
S83.400x011 膝关节外侧副韧带扭伤
S83.400x012 膝关节外侧副韧带损伤
S83.400x021 膝关节内侧副韧带扭伤
S83.400x022 膝关节内侧副韧带损伤
S83.400x031 膝关节外侧副韧带部分断裂
S83.400x032 膝关节外侧副韧带完全断裂
S83.400x041 膝关节内侧副韧带部分断裂
S83.400x042 膝关节内侧副韧带完全断裂
S83.401 膝关节副韧带劳损
S83.500x001 膝关节十字韧带断裂
S83.500x002 膝关节十字韧带扭伤
S83.500x003 膝关节十字韧带损伤
S83.500x011 膝关节前十字韧带扭伤
S83.500x012 膝关节前十字韧带损伤
S83.500x021 膝关节后十字韧带扭伤
S83.500x022 膝关节后十字韧带损伤
S83.500x031 膝关节前十字韧带部分断裂
S83.500x032 膝关节前十字韧带完全断裂
S83.500x041 膝关节后十字韧带部分断裂
S83.500x042 膝关节后十字韧带完全断裂
S83.501 膝关节十字韧带劳损
S83.600x002 膝关节损伤
S83.600x003 创伤性膝关节积血
S83.600x004 胫腓近端关节扭伤
S83.600x005 胫腓近端关节损伤
S83.600x006 胫腓近端韧带扭伤
S83.600x007 胫腓近端韧带损伤
S83.601 膝关节扭伤
S83.602 胫腓韧带上端撕裂
S83.603 上胫腓关节扭伤
S83.700x001 膝外侧半月板伴副韧带损伤
S83.700x002 膝外侧半月板伴十字韧带损伤
S83.700x003 膝关节多处损伤
S83.700x004 膝内侧半月板伴副韧带损伤
S83.700x005 膝内侧半月板伴十字韧带损伤
S83.700x006 膝关节多处韧带损伤
S86.001 跟腱断裂
S86.100x001 小腿后部肌群和肌腱损伤
S86.100x002 小腿后部肌群肌肉损伤
S86.100x003 小腿后部肌群肌腱损伤
S86.200x002 小腿前部肌群肌腱损伤
S86.201 小腿水平前部肌群肌腱损伤
S86.300x001 腓侧肌群和肌腱损伤
S86.300x002 腓侧肌群肌肉损伤
S86.300x003 腓侧肌群肌腱损伤
S86.300x004 腓肠肌断裂
S86.300x005 腓骨长短肌损伤
S86.300x006 创伤性腓骨肌腱滑脱
S86.301 小腿水平腓侧肌群肌腱损伤
S86.700x001 小腿多处肌肉和肌腱损伤
S86.700x002 胫腓肌腱断裂
S86.701 小腿水平多发性肌腱损伤
S86.800 在小腿水平的其他肌肉和肌腱损伤
S86.901 小腿水平肌肉损伤
S88.900 小腿水平的创伤性切断
S89.700 小腿多处损伤
S89.800 小腿其他特指的损伤
S89.900 小腿损伤
S91.300x811 踝和足开放性损伤伴骨折
S91.300x821 踝和足开放性损伤伴脱位
S91.300x823 足部开放性损伤伴脱位
S91.301 开放性足损伤
S91.302 足部皮肤撕裂伤
S91.303 足裂伤
S92.000 跟骨骨折
S92.010 开放性跟骨骨折
S92.100 距骨骨折
S92.101 距骨颈骨折
S92.110 开放性距骨骨折
S92.200x001 跗骨骨折
S92.200x081 跗间关节骨折
S92.201 骰骨骨折
S92.202 足舟状骨骨折
S92.203 楔状骨骨折(足)
S92.210 开放性特指跗骨骨折
S92.300 跖骨骨折
S92.300x001 跖跗关节骨折
S92.300x003 跖骨基底骨折
S92.300x004 跖骨骨骺损伤
S92.310 开放性跖骨骨折
S92.400 拇趾骨折
S92.410 开放性拇趾骨折
S92.500x001 趾骨骨折
S92.500x002 趾骨骨骺损伤
S92.510 开放性特指趾骨骨折
S92.700 足多处骨折
S92.710 开放性多发性足骨折
S92.900 足骨折
S92.910 开放性足骨折
S93.000 踝关节脱位
S93.000x004 距骨脱位
S93.000x005 腓骨脱位
S93.001 踝关节半脱位
S93.002 胫距关节脱位
S93.003 胫腓远端关节脱位
S93.100x001 趾骨脱位
S93.101 趾关节脱位
S93.102 跖趾关节半脱位
S93.103 跖趾关节脱位
S93.200x001 踝和足韧带断裂
S93.200x002 踝部韧带断裂
S93.200x003 足部韧带断裂
S93.200x004 踝距腓前韧带断裂
S93.200x005 跟腓韧带断裂
S93.300x011 跗骨脱位
S93.300x021 中跗关节脱位
S93.300x031 跗跖关节骨折脱位[Lisfranc 骨折脱~~位]
S93.300x032 跗跖关节脱位
S93.300x081 距舟关节脱位
S93.301 足部脱位
S93.302 跖骨脱位
S93.303 足舟骨脱位
S93.400 踝扭伤和劳损
S93.400x002 踝关节损伤
S93.400x003 创伤性踝关节积血
S93.400x004 踝内侧副韧带扭伤
S93.400x012 踝三角韧带损伤
S93.400x021 跟腓韧带扭伤
S93.400x022 跟腓韧带损伤
S93.400x031 胫腓远端韧带扭伤
S93.400x032 胫腓远端韧带损伤
S93.401 踝关节扭伤
S93.402 踝内侧副韧带损伤
S93.403 三角韧带断裂
S93.404 三角韧带扭伤
S93.405 胫腓韧带远端撕裂
S93.500 足趾扭伤和劳损
S93.500x001 趾间关节扭伤
S93.500x002 趾间关节损伤
S93.500x003 跖趾关节扭伤
S93.500x004 跖趾关节损伤
S93.500x005 足趾扭伤
S93.500x006 足趾损伤
S93.600x001 跗骨韧带扭伤
S93.600x002 跗骨韧带损伤
S93.600x003 跗跖韧带扭伤
S93.600x004 跗跖韧带损伤
S93.601 足扭伤
S96.000x001 踝和足趾长屈肌和肌腱损伤
S96.100x001 踝和足趾长伸肌和肌腱损伤
S96.100x002 足拇长肌腱损伤
S96.101 足拇长伸肌腱断裂
S96.102 趾伸肌腱断裂
S96.200x001 踝和足内在肌和肌腱损伤
S96.700x001 踝和足多处肌肉和肌腱损伤
S96.701 踝和足水平多发性肌腱损伤
S96.800x001 踝部胫后肌腱损伤
S96.800x002 趾肌腱损伤
S96.801 趾肌腱断裂
S96.900x002 踝和足肌肉和肌腱损伤
S98.300 足其他部位的创伤性切断
S98.400 足创伤性切断
S99.800x001 足部软组织撕脱伤
T02.100x001 躯干多发性骨折
T02.110 开放性多发性躯干骨折
T02.200x001 单上肢多发性骨折
T02.210 开放性多发性单上肢骨折
T02.300x001 单下肢多发性骨折
T02.310 开放性多发性单下肢骨折
T02.800x001 身体复合部位的骨折
T02.810 开放性身体特指复合部位骨折
T02.900 多处骨折
T02.910 开放性多发性骨折
T03.000x001 头和颈脱位
T03.000x002 头和颈扭伤
T03.000x003 头和颈损伤
T03.100x001 胸伴下背及骨盆脱位
T03.100x002 胸伴下背及骨盆扭伤
T03.100x003 胸伴下背及骨盆损伤
T03.200x001 上肢多处脱位
T03.200x002 上肢多处扭伤
T03.200x003 上肢多处损伤
T03.300x001 下肢多处脱位
T03.300x002 下肢多处扭伤
T03.300x003 下肢多处损伤
T03.400x001 上肢和下肢多处脱位
T03.400x002 上肢和下肢多处扭伤
T03.400x003 上肢和下肢多处损伤
T03.800x001 身体复合部位的脱位
T03.800x002 身体复合部位的扭伤
T03.900 多处脱位、扭伤和劳损
T03.900x001 多处脱位
T03.900x002 多处扭伤
T04.800x001 身体复合部位的挤压伤
T05.800x003 身体复合部位的创伤性切断
T06.400x001 多处肌肉和肌腱损伤
T06.400x002 多处肌肉损伤
T06.401 多发性肌腱损伤
T06.800x001 身体复合部位的损伤
T08.x00 脊柱骨折
T08.x10 开放性脊柱骨折
T09.200 躯干关节和韧带脱位、扭伤和劳损
T09.200x001 躯干关节和韧带脱位
T09.200x002 躯干关节脱位
T09.200x003 躯干韧带脱位
T09.200x004 躯干关节和韧带扭伤
T09.200x005 躯干关节扭伤
T09.200x006 躯干韧带扭伤
T09.200x007 躯干关节和韧带损伤
T09.200x008 躯干关节损伤
T09.200x009 躯干韧带损伤
T09.500 躯干肌肉和肌腱的损伤
T09.500x002 躯干肌肉损伤
T09.500x003 躯干肌腱损伤
T10.x00 上肢骨折
T10.x10 开放性上肢骨折
T11.102 上肢撕脱伤
T11.200 上肢关节和韧带脱位、扭伤和劳损
T11.200x001 上肢关节和韧带脱位
T11.200x002 上肢关节脱位
T11.200x003 上肢韧带脱位
T11.200x004 上肢关节和韧带扭伤
T11.200x005 上肢关节扭伤
T11.200x006 上肢韧带扭伤
T11.200x007 上肢关节和韧带损伤
T11.200x008 上肢关节损伤
T11.200x009 上肢韧带损伤
T11.500 上肢肌肉和肌腱的损伤
T11.500x002 上肢肌肉损伤
T11.500x003 上肢肌腱损伤
T11.800 上肢其他特指的损伤
T11.900 上肢损伤
T12.x00 下肢骨折
T12.x10 开放性下肢骨折
T13.001 下肢血肿
T13.100x003 下肢撕脱伤
T13.100x004 下肢剥脱伤
T13.101 下肢皮肤撕裂伤
T13.200x002 下肢关节脱位
T13.200x003 下肢韧带脱位
T13.200x005 下肢关节扭伤
T13.200x006 下肢韧带扭伤
T13.200x007 下肢关节和韧带损伤
T13.200x008 下肢关节损伤
T13.200x009 下肢韧带损伤
T13.201 下肢关节和韧带脱位
T13.202 下肢关节和韧带扭伤
T13.203 下肢关节和韧带劳损
T13.501 下肢肌肉损伤
T13.502 下肢肌腱损伤
T13.800 下肢其他特指的损伤
T13.900 下肢损伤
T14.200 身体骨折
T14.210 开放性骨折
T14.300 脱位、扭伤和劳损
T14.500 血管损伤
T14.501 创伤性动脉瘤
T14.601 肌腱损伤
T14.602 肌肉损伤
T14.701 挤压伤
T14.702 创伤性切断
T79.600 创伤性肌肉缺血
T79.600x003 腔隙综合征
T79.600x004 上肢骨筋膜室综合征
T79.600x006 下肢骨筋膜室综合征
T79.601 创伤性骨筋膜室综合征
T79.602 福耳克曼缺血性挛缩
T79.603 腹腔间隔室综合征
T79.800x002 创伤性下肢坏死
T84.000 内部关节假体的机械性并发症
T84.000x004 人工关节置换术后假体功能障碍
T84.000x005 人工髋关节置换术后髋臼松动
T84.000x006 人工关节置换术后假体松动
T84.000x007 人工髋关节置换术后异位骨化
T84.000x008 人工膝关节置换术后假体松动
T84.000x012 人工股骨头置换术后假体松动
T84.000x013 人工股骨头置换术后假体功能障碍
T84.001 关节假体并发症
T84.002 髋关节假体松动
T84.003 髋关节假体障碍
T84.004 膝关节假体障碍
T84.005 肩关节假体障碍
T84.006 肘关节假体障碍
T84.100 肢骨内部固定装置的机械性并发症
T84.200x003 骨内固定装置障碍
T84.201 骨折内固定装置障碍
T84.202 脊柱内固定装置障碍
T84.203 胸骨内固定钢丝断裂
T84.300 骨的装置、植入物和移植物的机械性并发~~症，其他的
T84.300x001 骨移植物引起的机械性并发症
T84.300x002 骨刺激器引起的机械性并发症
T84.301 上颌骨假体露出
T84.401 肌肉移植物引起的机械性并发症
T84.402 肌腱移植物引起的机械性并发症
T84.500 内部关节假体引起的感染和炎症性反应
T84.500x002 关节假体引起的感染
T84.501 髋关节假体植入感染
T84.502 膝关节假体植入感染
T84.503 肩关节假体植入物感染
T84.504 肘关节假体植入物感染
T84.600 内部固定装置[任何部位]引起的感染和~~炎症性反应
T84.600x003 内固定装置引起的感染
T84.601 舌骨固定物植入感染
T84.602 下颌骨内固定物植入感染
T84.603 脊柱内固定物植入感染
T84.604 骨折内固定物植入感染
T84.605 肌肉内固定物的感染
T84.800 内部矫形外科假体装置、植入物和移植物~~的其他并发症
T84.800x003 膝关节内固定术后疼痛
T84.800x005 髋关节内固定术后疼痛
T84.800x007 关节内固定术后疼痛
T84.800x009 关节置换术后异位骨化
T84.800x010 关节内固定术后异位骨化
T84.801 腕假体装置术后皮肤破溃
T84.802 骨折内固定术后疼痛
T84.803 脊柱内固定术后疼痛
T84.804 脊柱内固定物排斥
T84.805 人工关节置换术后疼痛
T84.806 髋关节置换术后疼痛
T84.807 膝关节置换术后疼痛
T85.713 颅骨人工骨板植入感染
T85.807 颅骨补片排斥反应
T87.000 上肢再植(部位)的并发症
T87.001 上肢再植术后感染
T87.100 下肢再植(部位)的并发症
T87.101 下肢再植术后感染
T87.300 截断术残端的神经瘤
T87.300x001 创伤性神经瘤
T87.300x002 指创伤性神经瘤
T87.400 截断术残端的感染
T87.500 截断术残端的坏死
T87.600x002 截断术残端挛缩
T87.600x003 截断术残端血肿
T87.600x004 截断术残端水肿
T87.601 截肢残端溃疡
T87.602 残端综合征
Z42.000x011 开颅术后骨瓣凹陷整形
Z42.001 颅骨缺损修补
Z44.000x001 人工臂安装
Z44.000x002 人工臂调整
Z44.100x001 人工腿的安装
Z44.100x002 人工腿的调整
Z44.200x002 人工眼的调整
Z44.800 安装和调整，其他外部假体装置的
Z44.800x001 骨折外固定装置的安装
Z44.800x002 骨折外固定装置的调整
Z44.900 安装和调整,外部假体装置的
Z45.800x002 脊柱侧弯术后生长棒调节
Z45.800x011 骨内固定装置调整
Z47.000x002 取出内固定装置
Z47.001 取除骨折内固定装置
Z47.801 更换外固定装置
Z47.802 检查外固定装置
Z47.803 取除外固定装置
Z51.800x001 冲击治疗
Z52.200 供骨者
