1、严重并发症或合并症（MCC）
表 2-1-1 严重并发症或合并症（MCC）
疾病编码 疾病名称 排除内容
1080 疾病编码 疾病名称 排除内容 B37.800x088 念珠菌性扁桃体炎 表 2-3-15 B37.800x089+M01.6* 念珠菌性髋关节炎 表 2-3-15 B37.800x090 腰椎念珠菌感染 表 2-3-15 B37.800x091 念珠菌性腹膜炎 表 2-3-15 B37.801 念珠菌性眼内炎 表 2-3-15 B37.802 念珠菌性中耳炎 表 2-3-15 B37.803 支气管念珠菌感染 表 2-3-15 B37.804 食管念珠菌病 表 2-3-15 B37.805 胃肠道念珠菌感染 表 2-3-15 B37.806 肠道念珠菌病 表 2-3-15 B37.807+H48.8* 视神经念珠菌感染 表 2-3-15 B37.808 播散性念珠菌病 表 2-3-15 B37.900 念珠菌病 表 2-3-15 B37.900x001 克柔念珠菌感染 表 2-3-15 B37.900x002 近平滑念珠菌感染 表 2-3-15 B37.900x003 光滑念珠菌感染 表 2-3-15 B37.901 热带白色念珠菌感染 表 2-3-15 B38.000 急性肺球孢子菌病 表 2-3-15 B38.000x001+J17.2* 急性肺球孢子菌肺炎 表 2-3-15 B38.100 慢性肺球孢子菌病 表 2-3-15 B38.100x001+J17.2* 慢性肺球孢子菌肺炎 表 2-3-15 B38.200 肺球孢子菌病 表 2-3-15 B38.200x001+J17.2* 肺球孢子菌肺炎 表 2-3-15 B38.300 皮肤球孢子菌病 表 2-3-15 B39.000 急性肺荚膜组织胞浆菌病 表 2-3-15 B39.000x001+J17.2* 急性肺荚膜组织胞浆菌肺炎 表 2-3-15 B39.100 慢性肺荚膜组织胞浆菌病 表 2-3-15 B39.100x001+J17.2* 慢性肺荚膜组织胞浆菌肺炎 表 2-3-15 B39.200 肺荚膜组织胞浆菌病 表 2-3-15 B39.200x001+J17.2* 肺荚膜组织胞浆菌肺炎 表 2-3-15 B39.500 杜波依西变种组织胞浆菌病 表 2-3-15 B39.500x001 非洲组织胞浆菌病 表 2-3-15 B39.900 组织胞浆菌病 表 2-3-15 B40.000 急性肺芽生菌病 表 2-3-15 B40.100 慢性肺芽生菌病 表 2-3-15 B40.200 肺芽生菌病 表 2-3-15 B40.700 播散性芽生菌病 表 2-3-15 B40.800 芽生菌病，其他形式的 表 2-3-15 B41.000 肺副球孢子菌病 表 2-3-15 B41.700 播散性副球孢子菌病 表 2-3-15 B41.800 副球孢子菌病，其他形式的 表 2-3-15 B41.800x001 内脏型副球孢子菌病 表 2-3-15 B41.800x002 皮肤型副球孢子菌病 表 2-3-15
1081 疾病编码 疾病名称 排除内容 B41.800x003 淋巴管型副球孢子菌病 表 2-3-15 B42.000+J99.8* 肺孢子丝菌病 表 2-3-15 B44.000 侵入性肺曲霉病 表 2-3-15 B44.000x001+J99.8* 侵袭性肺曲霉菌病 表 2-3-15 B44.100 肺曲霉病，其他的 表 2-3-15 B44.100x003 曲霉球 表 2-3-15 B44.101+J99.8* 变态反应性支气管肺曲霉病 表 2-3-15 B44.102+J17.2* 曲霉菌性肺炎 表 2-3-15 B44.200 扁桃体曲霉病 表 2-3-15 B44.200x001+J99.8* 扁桃体曲霉菌病 表 2-3-15 B44.700 播散性曲霉病 表 2-3-15 B44.800 曲霉病，其他形式的 表 2-3-15 B44.800x001 上颌窦曲霉菌病 表 2-3-15 B44.800x002 皮肤曲霉菌病 表 2-3-15 B44.800x003 眼曲霉菌病 表 2-3-15 B44.800x004+H62.2* 外耳道曲霉菌病 表 2-3-15 B44.800x005 脑曲霉菌病 表 2-3-15 B44.800x006 中耳曲霉菌病 表 2-3-15 B44.800x007 喉曲霉菌病 表 2-3-15 B44.801 声带曲霉病 表 2-3-15 B44.802 耳曲霉病 表 2-3-15 B44.803 肝曲霉病 表 2-3-15 B44.804 鼻窦曲霉菌病 表 2-3-15 B44.900 曲霉病 表 2-3-15 B44.900x001 曲霉菌病 表 2-3-15 B45.000 肺隐球菌病 表 2-3-15 B45.000x002+J99.8* 新型隐球菌肺炎 表 2-3-15 B45.200 皮肤隐球菌病 表 2-3-15 B45.700 播散性隐球菌病 表 2-3-15 B45.800 隐球菌病，其他形式的 表 2-3-15 B45.800x001 胆道隐球菌病 表 2-3-15 B45.800x002 前列腺隐球菌病 表 2-3-15 B45.801 眼新型隐球菌病 表 2-3-15 B45.900 隐球菌病 表 2-3-15 B46.000 肺毛霉病 表 2-3-15 B46.000x001+J99.8* 肺毛霉菌病 表 2-3-15 B46.200 胃肠毛霉病 表 2-3-15 B46.200x001+K93.8* 胃肠型毛霉菌病 表 2-3-15 B46.400 播散性毛霉病 表 2-3-15 B46.500 毛霉病 表 2-3-15 B47.000 真菌性足菌肿 表 2-3-15 B47.100 放线菌瘤 表 2-3-15 B47.100x001 放线菌性足菌肿 表 2-3-15
1082
疾病编码 疾病名称 排除内容
B48.400 青霉病 表 2-3-15
B48.401 马尔尼菲蓝状菌病 表 2-3-15
B48.402 播散型青霉病 表 2-3-15
B48.500+J17.2* 肺孢子菌病 表 2-3-15
B48.501+J17.2* 卡氏肺孢子虫病 表 2-3-15
B48.502+J17.2* 耶氏肺孢子虫病 表 2-3-15
B48.700 机会性真菌病 表 2-3-15
B49.x00 真菌病 表 2-3-15
B49.x00x002 真菌性结肠炎 表 2-3-15
B49.x00x007 真菌感染 表 2-3-15
B49.x00x011 呼吸道真菌感染 表 2-3-15
B49.x00x013 脑真菌感染 表 2-3-15
B49.x00x021 肝脏真菌感染 表 2-3-15
B49.x01+G02.1* 真菌性脑膜炎 表 2-3-15
B49.x02+E35.8* 垂体真菌感染 表 2-3-15
B49.x03+H19.2* 真菌性角膜炎 表 2-3-15
B49.x04+H19.2* 真菌性角膜溃疡 表 2-3-15
B49.x05 真菌性鼻窦炎 表 2-3-15
B49.x06 真菌性额窦炎 表 2-3-15
B49.x07 真菌性筛窦炎 表 2-3-15
B49.x08 真菌性蝶窦炎 表 2-3-15
B49.x09 真菌性上颌窦炎 表 2-3-15
B49.x10 鼻真菌病 表 2-3-15
B49.x11 外耳道真菌病 表 2-3-15
B49.x12 真菌性食管炎 表 2-3-15
B49.x13 支气管真菌感染 表 2-3-15
B49.x14+J99.8* 肺真菌感染 表 2-3-15
B49.x15 真菌性心包炎 表 2-3-15
B49.x16 肠道真菌感染 表 2-3-15
B49.x17 真菌性腹膜炎 表 2-3-15
B49.x18 真菌性泌尿道感染 表 2-3-15
B49.x19+M01.6* 真菌性关节炎 表 2-3-15
B50.800 恶性疟原虫疟疾，其他严重的和有并发症的 表 2-3-16
B50.801 黑水热 表 2-3-16
B50.900 恶性疟原虫疟疾 表 2-3-16
B50.900x001 恶性疟 表 2-3-16
B55.000 内脏利什曼病 表 2-3-16
B55.000x001 黑热病 表 2-3-16
B55.000x003 黑热病后皮肤利什曼病 表 2-3-16
B55.900 利什曼病 表 2-3-16
B56.000 冈比亚锥虫病 表 2-3-16
B56.000x001 布氏冈比亚锥虫病[中西非睡眠病] 表 2-3-16
B56.900 非洲锥虫病 表 2-3-16
1083
疾病编码 疾病名称 排除内容
B56.900x001 非洲锥虫病[非洲睡眠病] 表 2-3-16
B57.200 慢性查加斯病累及心脏 表 2-3-16
B57.200x001 美洲锥虫病 表 2-3-16
B57.200x003 慢性恰加斯病 表 2-3-16
B57.201+I98.1* 心血管介入性慢性查加斯病 表 2-3-16
B57.202+I41.2* 慢性查加斯病性心肌炎 表 2-3-16
B57.300 慢性查加斯病累及消化系统 表 2-3-16
B57.500 慢性查加斯病累及其他器官 表 2-3-16
B58.100+K77.0* 弓形虫肝炎 表 2-3-16
B58.200+G05.2* 弓形虫脑膜脑炎 表 2-3-16
B58.200x002+G05.2* 弓形虫脑炎 表 2-3-16
B58.201+G05.2* 脑弓形虫病 表 2-3-16
B58.300+J17.3* 肺弓形虫病 表 2-3-16
B58.900 弓形虫病 表 2-3-16
B58.900x001 弓形虫病[弓形体病] 表 2-3-16
B60.000 巴贝虫病 表 2-3-16
B60.000x001 梨浆虫病 表 2-3-16
B60.800 原虫性疾病，其他特指的 表 2-3-16
B60.800x001 肺蠊缨滴虫感染 表 2-3-16
B65.000 埃及血吸虫引起的血吸虫病[泌尿道血吸虫病] 表 2-3-17
B65.000x001 埃及血吸虫病 表 2-3-17
B65.001 膀胱血吸虫病 表 2-3-17
B65.002+N22.0* 血吸虫病性尿结石 表 2-3-17
B65.100 曼森裂体吸虫引起的血吸虫病[肠道血吸虫病] 表 2-3-17
B65.100x001 曼氏血吸虫病 表 2-3-17
B65.101 慢性结肠血吸虫病 表 2-3-17
B65.200 日本血吸虫引起的血吸虫病 表 2-3-17
B65.200x001 日本血吸虫病 表 2-3-17
B65.202+K77.0* 血吸虫病性肝硬化 表 2-3-17
B65.300 尾蚴性皮炎 表 2-3-17
B65.800 血吸虫病，其他的 表 2-3-17
B65.800x001 湄公血吸虫病 表 2-3-17
B65.800x002 间插血吸虫病 表 2-3-17
B65.800x003 异位血吸虫病 表 2-3-17
B65.900 血吸虫病 表 2-3-17
B65.900x004+K77.0* 血吸虫性门静脉高压 表 2-3-17
B65.900x006 急性血吸虫病 表 2-3-17
B65.900x007 慢性血吸虫病 表 2-3-17
B65.900x008 晚期血吸虫病 表 2-3-17
B65.900x010+K77.0* 肝血吸虫病 表 2-3-17
B65.901+G07* 脑型血吸虫病 表 2-3-17
B65.902+J99.8* 肺血吸虫病 表 2-3-17
B65.903+K77.0* 血吸虫性肝炎 表 2-3-17
1084
疾病编码 疾病名称 排除内容
B65.904+I98.2* 血吸虫性食管静脉曲张 表 2-3-17
B65.905+N08.0* 血吸虫病性肾小球病变 表 2-3-17
B65.906+I98.3* 血吸虫性食管静脉曲张破裂出血 表 2-3-17
B65.907+I52.1* 血吸虫病性肺心病 表 2-3-17
B66.000 后睾吸虫病 表 2-3-17
B66.000x001 猫后睾吸虫病 表 2-3-17
B66.100 支睾吸虫病 表 2-3-17
B66.100x001+K77.0* 中华肝吸虫病 表 2-3-17
B66.101 华支睾吸虫感染 表 2-3-17
B66.200 支双腔吸虫病 表 2-3-17
D60.000 慢性后天性纯红细胞再生障碍 表 2-3-41
D60.000x001 慢性后天性纯红细胞再生障碍性贫血 表 2-3-41
D60.100 短暂后天性纯红细胞再生障碍 表 2-3-41
D60.100x001 短暂后天性纯红细胞再生障碍性贫血 表 2-3-41
D60.800 后天性纯红细胞再生障碍，其他的 表 2-3-41
D60.900 后天性纯红细胞再生障碍 表 2-3-41
D60.900x001 纯红细胞再生障碍性贫血 表 2-3-41
D61.000 体质性再生障碍性贫血 表 2-3-41
D61.000x006 全血细胞减少症伴畸形 表 2-3-41
D61.001 先天性纯红细胞再生障碍性贫血 表 2-3-41
D61.002 婴儿纯红细胞再生障碍性贫血 表 2-3-41
D61.003 原发性纯红细胞再生障碍性贫血 表 2-3-41
D61.004 布拉克凡-戴蒙德综合征 表 2-3-41
D61.005 家族性再生不良性贫血 表 2-3-41
D61.006 先天性再生障碍性贫血 表 2-3-41
D61.007 范科尼贫血 表 2-3-41
D61.100 药物性再生障碍性贫血 表 2-3-41
D61.101 化疗后骨髓抑制 表 2-3-41
D61.102 药物性骨髓抑制 表 2-3-41
D61.200 再生障碍性贫血，其他外因引起的 表 2-3-41
D61.200x002 外因性再生障碍性贫血 表 2-3-41
D61.201 中毒性贫血 表 2-3-41
D61.202 放疗后骨髓抑制 表 2-3-41
D61.300 特发性再生障碍性贫血 表 2-3-41
D61.800 再生障碍性贫血，其他特指的 表 2-3-41
D61.800x002 肝炎相关重型再生障碍性贫血 表 2-3-41
D61.801 肝炎后再生障碍性贫血 表 2-3-41
D61.802 继发性再生障碍性贫血 表 2-3-41
D61.900 再生障碍性贫血 表 2-3-41
D61.900x001 骨髓抑制 表 2-3-41
D61.901 骨髓抑制性贫血 表 2-3-41
D61.902 慢性再生障碍性贫血 表 2-3-41
D61.903 全血细胞减少 表 2-3-41
1085 疾病编码 疾病名称 排除内容 D61.904 增生低下性贫血 表 2-3-41 D61.905 重度再生障碍性贫血 表 2-3-41 D61.906 急性骨髓造血功能抑制 表 2-3-41 D61.907 全骨髓病 表 2-3-41 D61.908 髓性再生不良 表 2-3-41 D61.909 急性再生障碍性贫血 表 2-3-41 D65.x00 播散性血管内凝血［去纤维蛋白综合征］ 表 2-3-42 D65.x00x001 弥散性血管内凝血 表 2-3-42 D65.x00x003 坏疽性紫癜 表 2-3-42 D65.x00x005 消耗性凝血障碍 表 2-3-42 D65.x01 后天性纤维蛋白原缺乏血症 表 2-3-42 D65.x02 后天性纤维蛋白溶解性出血 表 2-3-42 D65.x03 纤维蛋白溶解性紫癜 表 2-3-42 D65.x04 暴发性紫癜 表 2-3-42 D66.x00 遗传性因子Ⅷ缺乏 表 2-3-42 D66.x00x001 获得性血友病 表 2-3-42 D66.x01 血友病A型 表 2-3-42 D66.x02 血友病 表 2-3-42 D66.x03+M36.2* 血友病性关节炎 表 2-3-42 D67.x00 遗传性因子Ⅸ缺乏 表 2-3-42 D67.x00x003 克里斯马斯病 表 2-3-42 D67.x01 血友病B型 表 2-3-42 D68.100 遗传性因子Ⅺ缺乏 表 2-3-42 D68.100x001 血浆凝血致活酶前质缺乏 表 2-3-42 D68.101 血友病C型 表 2-3-42 D68.300 循环抗凝物引起的出血性疾患 表 2-3-42 D68.300x001 因子Ⅷ抗体形成 表 2-3-42 D68.300x003 血循环中抗凝物质存在 表 2-3-42 D68.300x004 抗凝血酶增多 表 2-3-42 D68.301 高肝素血症 表 2-3-42 D68.302 抗凝血酶增多导致的出血症 表 2-3-42 D68.303 长期使用抗凝剂引起的出血 表 2-3-42 D68.400 后天性凝血因子缺乏 表 2-3-42 D68.400x002 获得性维生素K依赖因子缺乏症 表 2-3-42 D68.400x003 由于肝病引起的凝血因子缺乏 表 2-3-42 D68.401 维生素K依赖因子缺乏症 表 2-3-42 D68.402 自身免疫性凝血酶原减少 表 2-3-42 D68.500 原发性血栓形成倾向 表 2-3-42 D68.501 抗活化蛋白C症 表 2-3-42 D68.502 抗凝血酶原Ⅲ缺乏症 表 2-3-42 D68.503 遗传性蛋白C缺陷症 表 2-3-42 D68.504 遗传性蛋白S缺陷症 表 2-3-42 D68.505 凝血酶原基因突变 表 2-3-42
1086
疾病编码 疾病名称 排除内容
D68.600 血栓形成倾向，其他的 表 2-3-42
D68.600x003 高凝状态 表 2-3-42
D68.601 抗心磷脂抗体综合征 表 2-3-42
D68.602 易栓症 表 2-3-42
D68.603 抗磷脂综合征 表 2-3-42
D68.604 狼疮抗凝物质出现 表 2-3-42
D68.605 抗磷脂抗体综合征 表 2-3-42
D68.800 凝血缺陷，其他特指的 表 2-3-42
D68.801 凝血因子缺乏 表 2-3-42
D68.900 凝血缺陷 表 2-3-42
D68.900x003 凝血功能异常 表 2-3-42
D68.900x005 高纤维蛋白原血症 表 2-3-42
D68.900x006 低纤维蛋白原血症 表 2-3-42
D68.901 出血倾向 表 2-3-42
D68.902 凝血障碍 表 2-3-42
D68.903 凝血时间延长 表 2-3-42
D73.300 脾脓肿 表 2-3-43
D80.500 伴有免疫球蛋白M［IgM］增多的免疫缺陷 表 2-3-44
D80.600 伴有接近正常的免疫球蛋白或伴有高免疫球蛋白血症的抗体缺陷 表 2-3-44
D80.601 免疫缺陷伴高免疫球蛋白血症 表 2-3-44
D80.700 婴儿期短暂性低丙球蛋白血症 表 2-3-44
D80.800 抗体缺陷为主的其他免疫缺陷 表 2-3-44
D80.800x001 κ轻链缺乏 表 2-3-44
D80.900 抗体缺陷为主的免疫缺陷 表 2-3-44
D80.900x002 体液免疫缺陷 表 2-3-44
D80.901 免疫球蛋白缺乏 表 2-3-44
D81.000 重症联合免疫缺陷［SCID］伴有网状组织发育不全 表 2-3-44
D81.000x002 网状组织发育不全 表 2-3-44
D81.100 重症联合免疫缺陷［SCID］伴有低数量的T和B细胞 表 2-3-44
D81.200 重症联合免疫缺陷［SCID］伴有低或正常数量的B细胞 表 2-3-44
D81.300 腺苷脱氨酶［ADA］缺乏 表 2-3-44
D81.600 主要组织相容性复合体一级缺乏 表 2-3-44
D81.601 淋巴细胞稀少综合征 表 2-3-44
D81.800 联合免疫缺陷，其他的 表 2-3-44
D81.801 生物素依赖羧化酶缺乏 表 2-3-44
D81.802 全羧化酶合成酶缺乏症 表 2-3-44
D81.803 生物素酶缺乏症 表 2-3-44
D81.900 联合免疫缺陷 表 2-3-44
D81.900x001 重症联合型免疫缺陷病 表 2-3-44
D81.901 获得性联合免疫缺陷 表 2-3-44
D82.000 威斯科特-奥尔德里奇综合征 表 2-3-44
D82.100 迪格奥尔格综合征 表 2-3-44
D82.300 EB病毒遗传缺陷反应后的免疫缺陷 表 2-3-44
1087
疾病编码 疾病名称 排除内容
D82.300x002 EB病毒阳性T细胞淋巴增殖性疾病 表 2-3-44
D82.301 X-连锁淋巴增生性疾病 表 2-3-44
D82.400 高免疫球蛋白E［IgE］综合征 表 2-3-44
D82.800 与其他特指的严重缺陷有关的免疫缺陷 表 2-3-44
D82.800x001 Omenn综合征 表 2-3-44
D83.000 常见变异型免疫缺陷伴有显著的B细胞数量和功能异常 表 2-3-44
D83.100 常见变异型免疫缺陷伴有显著的免疫调节的T细胞疾患 表 2-3-44
D83.200 常见变异型免疫缺陷伴有对B或T细胞的自身抗体 表 2-3-44
D83.800 常见变异型免疫缺陷，其他的 表 2-3-44
D83.900 常见变异型免疫缺陷 表 2-3-44
D84.100 补体系统中的缺陷 表 2-3-44
D84.100x002 遗传性血管神经性水肿 表 2-3-44
D84.100x005 补体缺陷综合征 表 2-3-44
D84.101 补体成分缺乏 表 2-3-44
D84.102 补体1酯酶抑制剂［C1-INH］缺乏 表 2-3-44
D84.103 遗传性血管水肿 表 2-3-44
D84.800 免疫缺陷，其他特指的 表 2-3-44
D84.800x001 细胞免疫缺陷 表 2-3-44
D84.900 免疫缺陷 表 2-3-44
D84.900x002 原发性免疫缺陷 表 2-3-44
D84.900x003 重症免疫缺陷 表 2-3-44
D89.000 多克隆高丙球蛋白血症 表 2-3-44
D89.000x003 良性高丙球蛋白血症性紫癜 表 2-3-44
D89.000x004 多克隆丙球蛋白病 表 2-3-44
D89.001 高球蛋白血症性紫癜 表 2-3-44
D89.002 多克隆免疫球蛋白增多症 表 2-3-44
D89.100 冷球蛋白血症 表 2-3-44
D89.100x001 冷球蛋白血症性血管炎 表 2-3-44
D89.100x002 继发性冷球蛋白血症 表 2-3-44
D89.100x003 冷球蛋白血症性紫癜 表 2-3-44
D89.100x004 原发性冷球蛋白血症 表 2-3-44
D89.100x005 混合性冷球蛋白血症 表 2-3-44
D89.100x006 特发性冷球蛋白血症 表 2-3-44
D89.100x007 自发性冷球蛋白血症 表 2-3-44
D89.101+N08.2* 冷球蛋白血症性肾小球肾炎 表 2-3-44
D89.200 高丙球蛋白血症 表 2-3-44
D89.300 免疫重建综合征 表 2-3-44
D89.301 免疫重建炎性综合征 表 2-3-44
E03.500 黏液性水肿昏迷 表 2-3-45
E10.000 1型糖尿病伴有昏迷 表 2-3-46
E10.000x001 1型糖尿病性高渗性高血糖状态昏迷 表 2-3-46
E10.000x002 1型糖尿病性高血糖状态昏迷 表 2-3-46
E10.000x005 1型糖尿病性乳酸性酸中毒并昏迷 表 2-3-46
1088
疾病编码 疾病名称 排除内容
E10.000x006 1型糖尿病性酮症酸中毒和乳酸性酸中毒并昏迷 表 2-3-46
E10.001 1型糖尿病性高渗性昏迷 表 2-3-46
E10.002 1型糖尿病性低血糖昏迷 表 2-3-46
E10.003 1型糖尿病性酮症酸中毒昏迷 表 2-3-46
E10.100 1型糖尿病伴有酮症酸中毒 表 2-3-46
E10.100x012 1型糖尿病性酮症 表 2-3-46
E10.100x031 1型糖尿病性乳酸性酸中毒 表 2-3-46
E10.100x051 1型糖尿病性酮症酸中毒和乳酸性酸中毒 表 2-3-46
E10.100x061 成人晚发自身免疫性糖尿病酮症 表 2-3-46
E10.101 1型糖尿病性酮症酸中毒 表 2-3-46
E10.102 1型糖尿病性乳酸酸中毒 表 2-3-46
E10.103 1型糖尿病酮症 表 2-3-46
E11.000 2型糖尿病伴有昏迷 表 2-3-46
E11.000x001 2型糖尿病性高渗性高血糖状态昏迷 表 2-3-46
E11.000x005 2型糖尿病性乳酸性酸中毒并昏迷 表 2-3-46
E11.000x006 2型糖尿病性酮症酸中毒和乳酸性酸中毒并昏迷 表 2-3-46
E11.001 2型糖尿病性高渗性昏迷 表 2-3-46
E11.002 2型糖尿病性低血糖性昏迷 表 2-3-46
E11.003 2型糖尿病性酮症酸中毒昏迷 表 2-3-46
E11.100 2型糖尿病伴有酮症酸中毒 表 2-3-46
E11.100x051 2型糖尿病性酮症酸中毒和乳酸性酸中毒 表 2-3-46
E11.101 2型糖尿病性酮症酸中毒 表 2-3-46
E11.102 2型糖尿病性乳酸酸中毒 表 2-3-46
E11.103 2型糖尿病性酮症 表 2-3-46
E12.000 营养不良相关性糖尿病伴有昏迷 表 2-3-46
E12.100 营养不良相关性糖尿病伴有酮症酸中毒 表 2-3-46
E13.000 糖尿病伴有昏迷，其他特指的 表 2-3-46
E13.100 糖尿病伴有酮症酸中毒，其他特指的 表 2-3-46
E13.101 继发性糖尿病性酮症酸中毒 表 2-3-46
E13.102 继发性糖尿病性酮症 表 2-3-46
E14.000 糖尿病伴有昏迷 表 2-3-46
E14.000x001 糖尿病性高渗性高血糖状态昏迷 表 2-3-46
E14.000x002 糖尿病性高血糖状态昏迷 表 2-3-46
E14.000x003 糖尿病性低血糖昏迷 表 2-3-46
E14.000x004 糖尿病性酮症酸中毒并昏迷 表 2-3-46
E14.000x005 糖尿病性乳酸性酸中毒并昏迷 表 2-3-46
E14.000x006 糖尿病性酮症酸中毒和乳酸性酸中毒并昏迷 表 2-3-46
E14.100 糖尿病伴有酮症酸中毒 表 2-3-46
E14.100x012 糖尿病性酮症 表 2-3-46
E14.100x031 糖尿病性乳酸性酸中毒 表 2-3-46
E14.100x051 糖尿病性酮症酸中毒和乳酸性酸中毒 表 2-3-46
E15.x00 非糖尿病低血糖性昏迷 表 2-3-47
E15.x00x001 低血糖性昏迷 表 2-3-47
1089 疾病编码 疾病名称 排除内容 E15.x00x002 非糖尿病引起的药物性胰岛素性昏迷 表 2-3-47 E15.x00x004 胰岛素分泌过多伴低血糖性昏迷 表 2-3-47 E22.200 抗利尿激素分泌失调综合征 表 2-3-48 E22.900 垂体功能亢进 表 2-3-48 E23.000 垂体功能减退症 表 2-3-48 E23.000x001+G73.5* 垂体功能减退性肌病 表 2-3-48 E23.000x005 产后垂体前叶功能减退危象 表 2-3-48 E23.000x007 腺垂体功能减退症 表 2-3-48 E23.000x008 垂体前叶功能减退 表 2-3-48 E23.000x011 孤立性促性腺激素缺乏症 表 2-3-48 E23.000x014 停经泌乳综合征 表 2-3-48 E23.000x015 低促性腺激素性性腺功能减退症 表 2-3-48 E23.001 卡尔曼综合征 表 2-3-48 E23.002 垂体前叶功能减退危象 表 2-3-48 E23.003 全垂体功能减退症 表 2-3-48 E23.004 席恩综合征 表 2-3-48 E23.005 垂体性矮小症 表 2-3-48 E23.006 低促性腺激素性腺功能减退症 表 2-3-48 E23.007 单一性促性腺激素缺乏症 表 2-3-48 E23.008 胰岛素样生长因子1缺乏 表 2-3-48 E23.009 生长激素缺乏症 表 2-3-48 E23.010 特发性低促性腺激素性性腺功能减退症 表 2-3-48 E23.100 药物性垂体功能减退症 表 2-3-48 E24.300 异位促肾上腺皮质激素综合征 表 2-3-48 E24.800 库欣综合征，其他的 表 2-3-48 E24.800x001 原发性色素性结节状肾上腺皮质病 表 2-3-48 E24.801 糖皮质激素过度敏感综合征 表 2-3-48 E26.100 继发性醛固酮过多症 表 2-3-48 E26.800 醛固酮过多症,其他的 表 2-3-48 E26.800x002 高肾素性醛固酮增多症 表 2-3-48 E26.801 家族性醛固酮增多症 表 2-3-48 E26.802 巴特综合征 表 2-3-48 E26.803 吉特尔曼综合征 表 2-3-48 E27.100 原发性肾上腺皮质功能减退症 表 2-3-48 E27.100x003 自身免疫性肾上腺炎 表 2-3-48 E27.101 艾迪生病 表 2-3-48 E27.200 艾迪生病危象 表 2-3-48 E27.200x003 肾上腺危象 表 2-3-48 E27.300 药物性肾上腺皮质功能减退症 表 2-3-48 E27.400 肾上腺皮质功能减退症，其他和未特指的 表 2-3-48 E27.400x005 肾上腺皮质萎缩 表 2-3-48 E27.400x006 肾上腺皮质功能不全 表 2-3-48 E27.401 肾上腺出血 表 2-3-48
1090 疾病编码 疾病名称 排除内容 E27.402 肾上腺坏死 表 2-3-48 E27.403 继发性肾上腺皮质功能减退症 表 2-3-48 E27.404 三发性肾上腺皮质功能减退症 表 2-3-48 E27.405 醛固酮缺乏症 表 2-3-48 E27.406 肾上腺钙化 表 2-3-48 E27.407 肾上腺皮质功能减退症 表 2-3-48 E27.500 肾上腺髓质功能亢进 表 2-3-48 E27.500x003 儿茶酚胺分泌过多 表 2-3-48 E27.501 肾上腺髓质增生 表 2-3-48 E28.300 原发性卵巢功能衰竭 表 2-3-48 E28.300x001 早发绝经 表 2-3-48 E28.300x002 卵巢功能减退 表 2-3-48 E28.300x005 女性性腺功能低下 表 2-3-48 E28.300x008 抗卵巢综合征 表 2-3-48 E28.301 卵巢早衰 表 2-3-48 E28.302 雌激素减少 表 2-3-48 E28.303 卵巢功能衰竭 表 2-3-48 E31.000 自身免疫性多腺体衰竭 表 2-3-48 E31.001 施密特综合征 表 2-3-48 E31.002 自身免疫性多内分泌腺病综合征 表 2-3-48 E31.800 多腺体功能障碍，其他的 表 2-3-48 E31.900 多腺体功能障碍 表 2-3-48 E31.901 多发性内分泌腺病 表 2-3-48 E34.100 肠激素分泌过多，其他的 表 2-3-48 E34.200 异位激素分泌，不可归类在他处者 表 2-3-48 E40.x00 夸希奥科病［恶性营养不良病］ 表 2-3-49 E43.x00 重度蛋白质-能量营养不良 表 2-3-49 E43.x00x001 严重营养不良 表 2-3-49 E43.x00x002 营养性水肿 表 2-3-49 E44.000 中度蛋白质-能量营养不良 表 2-3-49 E51.200+G32.8* 韦尼克脑病 表 2-3-50 E55.000 佝偻病，活动性 表 2-3-50 E55.000x002 佝偻病性骨软化 表 2-3-50 E55.000x003 幼年的骨软化性佝偻病 表 2-3-50 E55.000x004 婴儿的骨软化性佝偻病 表 2-3-50 E55.000x006 新生儿佝偻病 表 2-3-50 E55.000x007 先天性佝偻病 表 2-3-50 E55.001 佝偻病 表 2-3-50 E55.002 维生素D缺乏性手足搐搦症 表 2-3-50 E66.200 极度肥胖症伴有小泡性肺换气不足 表 2-3-51 E66.201 极度肥胖伴低通气综合征 表 2-3-51 E75.200 神经鞘脂贮积症,其他的 表 2-3-52 E75.200x006 克拉贝病 表 2-3-52
