手术操作包括如下：
00.7000x001 全髋关节假体翻修术
77.8300x002 尺骨头切除术
77.8300x005 桡骨茎突切除术
77.8300x006 桡骨小头切除术
77.8300x007 关节镜下桡骨小头切除术
77.8301 桡骨部分切除术
77.8302 桡骨头切除术
77.8303 尺骨部分切除术
77.8400x001 月骨切除术
77.8401 腕骨部分切除术
77.8402 掌骨部分切除术
77.8502 髋臼部分切除术
77.8600 髌骨部分骨切除术
77.8700x003 腓骨小头切除术
77.8700x004 关节镜下胫骨部分切除术
77.8701 胫骨部分切除术
77.8702 腓骨部分切除术
77.8900x002 耻骨部分切除术
77.8900x004 骨盆部分切除术
77.8900x005 髋臼周围截骨术
77.8900x008 脊椎后弓切除术
77.8900x013 椎体部分切除术
77.8900x017 髂骨部分切除术
77.8900x026 足骨部分切除术
77.8900x027 跟骨部分切除术
77.8902 骶骨部分切除术
77.8903 指骨部分切除术
77.8904 趾骨部分切除术
77.9101 肩胛骨全部切除术
77.9102 锁骨全部切除术
77.9103 肋骨骨全部切除术
77.9104 肋骨椎骨横突切除术
77.9105 颈肋切除术
77.9106 胸骨全部切除术
77.9200 肱骨全部切除术
77.9301 桡骨全部切除术
77.9302 尺骨全部切除术
77.9401 腕骨切除术
77.9402 掌骨全部切除术
77.9500 股骨全部切除术
77.9600 髌骨全部切除术
77.9701 胫骨全部切除术
77.9702 腓骨全部切除术
77.9801 跗骨切除术
77.9802 距骨切除术
77.9803 KIDNER 手术
77.9804 跖骨切除术
77.9805 籽骨切除术
77.9900x003 骨盆切除术
77.9900x004 前入路胸椎椎体切除术
77.9901 坐骨全部切除术
77.9902 指骨全部切除术
77.9903 趾骨全部切除术
77.9904 全椎体切除术
77.9905 骶骨全部切除术
77.9906 尾骨全部切除术
78.0000x003 同种异体骨植骨术
78.0100x002 锁骨人工骨植骨术
78.0101 肩胛骨植骨术
78.0102 锁骨植骨术
78.0103 肋骨植骨术
78.0104 胸骨植骨术
78.0200x001 肱骨植骨术
78.0200x002 肱骨人工骨植骨术
78.0300x004 尺骨人工骨植骨术
78.0300x005 桡骨人工骨植骨术
78.0301 桡骨植骨术
78.0302 尺骨植骨术
78.0400x001 掌骨人工骨植骨术
78.0401 腕骨植骨术
78.0402 舟状骨植骨术
78.0403 掌骨植骨术
78.0500x001 股骨植骨术
78.0500x002 股骨人工骨植骨术
78.0501 股骨颈骨折骨栓植入术
78.0600x001 髌骨植骨术
78.0600x003 髌骨人工骨植骨术
78.0700x004 胫骨人工骨植骨术
78.0700x005 带血管蒂腓骨移植术
78.0700x006 腓骨人工骨植骨术
78.0701 胫骨植骨术
78.0702 腓骨植骨术
78.0900x001 跟骨植骨术
78.0900x008 颈椎植骨术
78.0900x009 胸椎植骨术
78.0900x011 骶椎植骨术
78.0900x012 髋骨植骨术
78.0900x013 骶椎人工骨植骨术
78.0900x014 跟骨人工骨植骨术
78.0900x015 颈椎人工骨植骨术
78.0900x016 髋骨人工骨植骨术
78.0900x017 髂骨人工骨植骨术
78.0900x018 胸椎人工骨植骨术
78.0900x019 腰椎人工骨植骨术
78.0900x021 趾骨人工骨植骨术
78.0902 指骨植骨术
78.0903 趾骨植骨术
78.0904 椎骨植骨术
78.1101 肩胛骨外固定架固定术
78.1102 锁骨外固定术
78.1103 肋骨外固定架固定术
78.1104 胸骨外固定架固定术
78.1201 肱骨外固定术
78.1301 桡骨外固定术
78.1302 尺骨外固定术
78.1401 腕骨外固定术
78.1402 掌骨外固定术
78.1501 股骨外固定术
78.1601 髌骨外固定术
78.1701 胫骨外固定术
78.1702 腓骨外固定术
78.1801 跗骨外固定术
78.1802 跖骨外固定术
78.1900x004 椎骨外固定架固定术
78.1901 盆骨外固定术
78.1902 指骨外固定术
78.1903 趾骨外固定术
78.2901 指骨短缩术
78.2902 趾骨短缩术
78.2903 巨指畸形骨骺阻滞术
78.3200x001 肱骨延长术
78.3301 桡骨延长术
78.3302 尺骨延长术
78.3400x001 腕骨延长术
78.3401 掌骨延长术
78.3500x001 股骨延长术
78.3701 胫骨延长术
78.3702 腓骨延长术
78.3800x001 跗骨延长术
78.3800x002 跖骨延长术
78.3900x001 指骨延长术
78.4101 肩胛骨成形术
78.4102 肩胛固定术
78.4103 锁骨成形术
78.4104 肋骨成形术
78.4105 胸骨成形术
78.4106 胸骨缺损修补术
78.4201 肱骨成形术
78.4301 桡骨成形术
78.4302 尺骨成形术
78.4401 腕骨成形术
78.4402 掌骨成形术
78.4501 股骨成形术
78.4600x002 髌骨成形术
78.4600x003 膝关节镜下髌骨成形术
78.4700x001 胫骨结节移位术
78.4701 胫骨成形术
78.4702 腓骨成形术
78.4801 跗骨成形术
78.4802 跖骨成形术
78.4900x001 跟骨修补术
78.4900x005 指骨修补术
78.4900x006 趾骨矫正术
78.4900x007 骨盆重建术
78.4901 骨盆成形术
78.4902 指骨成形术
78.4903 趾骨成形术
78.4904 椎骨成形术
78.5100x003 胸骨内固定装置再置入术
78.5100x004 锁骨髓内针内固定术
78.5100x005 胸骨钢板内固定术
78.5100x006 胸骨钢针内固定术
78.5100x007 胸骨螺钉内固定术
78.5100x009 肋骨钢板内固定术
78.5100x010 肋骨钢针内固定术
78.5100x011 肋骨螺钉内固定术
78.5100x012 肋骨髓内针内固定术
78.5100x013 肩胛骨钢板内固定术
78.5100x014 肩胛骨钢针内固定术
78.5100x015 肩胛骨螺钉内固定术
78.5100x016 锁骨钢板内固定术
78.5100x017 锁骨钢针内固定术
78.5100x018 锁骨螺钉内固定术
78.5101 肩胛骨内固定术
78.5102 锁骨内固定术
78.5103 胸骨内固定术
78.5104 肋骨内固定术
78.5200x003 肱骨螺钉内固定术
78.5200x004 肱骨髓内针内固定术
78.5200x005 肱骨钢板内固定术
78.5200x006 肱骨钢针内固定术
78.5201 肱骨内固定术
78.5300x002 尺骨钢针内固定术
78.5300x003 尺骨螺钉内固定术
78.5300x004 尺骨髓内针内固定术
78.5300x005 桡骨钢板内固定术
78.5300x006 桡骨钢针内固定术
78.5300x007 桡骨螺钉内固定术
78.5300x008 桡骨髓内针内固定术
78.5300x009 尺骨钢板内固定术
78.5301 桡骨内固定术
78.5302 尺骨内固定术
78.5400x003 腕骨螺钉内固定术
78.5400x004 腕骨空心钉内固定术
78.5400x005 掌骨钢板内固定术
78.5400x006 掌骨钢针内固定术
78.5400x007 掌骨螺钉内固定术
78.5400x008 掌骨髓内针内固定术
78.5400x009 腕骨钢板内固定术
78.5400x011 掌骨钢丝内固定术
78.5400x012 腕关节镜下舟骨骨折固定术
78.5401 腕骨内固定术
78.5402 掌骨内固定术
78.5500x003 股骨髓内针内固定术
78.5500x005 股骨钢板内固定术
78.5500x006 股骨钢针内固定术
78.5500x007 股骨螺钉内固定术
78.5500x008 股骨头重建棒置入术
78.5501 股骨内固定术
78.5600x001 髌骨钢板内固定术
78.5600x002 髌骨钢针内固定术
78.5600x003 髌骨螺钉内固定术
78.5601 髌骨内固定术
78.5700x003 腓骨螺钉内固定术
78.5700x004 腓骨髓内针内固定术
78.5700x005 胫骨钢板内固定术
78.5700x006 胫骨钢针内固定术
78.5700x007 胫骨螺钉内固定术
78.5700x008 胫骨髓内针内固定术
78.5700x009 腓骨钢板内固定术
78.5700x011 膝关节镜下后交叉韧带止点撕脱骨折固定术
78.5700x012 膝关节镜下胫骨髁间棘骨折固定术
78.5700x013 关节镜下胫骨钢丝内固定术
78.5701 胫骨内固定术
78.5702 腓骨内固定术
78.5800x002 跗骨钢针内固定术
78.5800x003 跗骨螺钉内固定术
78.5800x005 跖骨钢板内固定术
78.5800x006 跖骨钢针内固定术
78.5800x007 跖骨螺钉内固定术
78.5800x008 跖骨髓内针内固定术
78.5800x009 跗骨钢板内固定术
78.5801 跗骨内固定术
78.5802 跖骨内固定术
78.5900x019 指骨钢板内固定术
78.5900x022 椎弓根钉内固定术
78.5900x025 椎骨内固定修正术
78.5900x026 脊柱可调节装置置入术(生长棒)
78.5900x027 骨盆钢板内固定术
78.5900x028 骨盆钢针内固定术
78.5900x029 骨盆螺钉内固定术
78.5900x031 指骨钢针内固定术
78.5900x032 指骨螺钉内固定术
78.5900x033 指骨髓内针内固定术
78.5900x034 趾骨钢针内固定术
78.5900x035 趾骨螺钉内固定术
78.5900x036 趾骨髓内针内固定术
78.5900x037 脊柱可调节装置调整术
78.5901 骨盆内固定术
78.5902 指骨内固定术
78.5903 趾骨内固定术
78.5904 椎骨内固定术
78.6100x004 肩锁关节内固定物取出术
78.6101 肩胛骨内固定装置去除术
78.6102 肩胛骨外固定装置去除术
78.6103 锁骨内固定装置去除术
78.6104 锁骨外固定装置去除术
78.6105 肋骨内固定装置去除术
78.6106 肋骨外固定装置去除术
78.6107 胸骨内固定装置去除术
78.6108 胸骨外固定装置去除术
78.6201 肱骨内固定装置去除术
78.6202 肱骨外固定装置去除术
78.6301 桡骨内固定装置去除术
78.6302 桡骨外固定装置去除术
78.6303 尺骨内固定装置去除术
78.6304 尺骨外固定装置去除术
78.6401 腕骨内固定装置去除术
78.6402 腕骨外固定装置去除术
78.6403 掌骨内固定装置去除术
78.6404 掌骨外固定装置去除术
78.6501 股骨内固定装置去除术
78.6502 股骨外固定装置去除术
78.6600x002 膝关节内固定物取出术
78.6600x003 膝关节镜下内固定物取出术
78.6601 髌骨内固定装置去除术
78.6602 髌骨外固定装置去除术
78.6701 胫骨内固定装置去除术
78.6702 胫骨外固定装置去除术
78.6703 腓骨内固定装置去除术
78.6704 腓骨外固定装置去除术
78.6705 踝关节内固定装置去除术
78.6706 踝关节外固定装置去除术
78.6800x005 楔骨内固定物取出术
78.6801 跗骨内固定装置去除术
78.6802 跗骨外固定装置去除术
78.6803 跖骨内固定装置去除术
78.6804 跖骨外固定装置去除术
78.6900x002 跟骨内固定物取出术
78.6900x008 髋关节内固定物取出术
78.6900x016 椎骨外固定架去除术
78.6901 骨盆内固定装置去除术
78.6902 骨盆外固定装置去除术
78.6903 指骨内固定装置去除术
78.6904 指骨外固定装置去除术
78.6905 趾骨内固定装置去除术
78.6906 趾骨外固定装置去除术
78.6907 脊柱内固定装置去除术
78.6908 脊柱外固定装置去除术
78.7101 肩胛骨折骨术
78.7102 锁骨折骨术
78.7103 肋骨折骨术
78.7104 胸骨折骨术
78.7200 肱骨折骨术
78.7301 桡骨折骨术
78.7302 尺骨折骨术
78.7401 腕骨折骨术
78.7402 掌骨折骨术
78.7500 股骨折骨术
78.7701 胫骨折骨术
78.7702 腓骨折骨术
78.7801 跗骨折骨术
78.7802 跖骨折骨术
78.7901 骨盆折骨术
78.7902 指骨折骨术
78.7903 趾骨折骨术
78.7904 椎骨折骨术
78.9900x001 骨牵拉延长器置入术
79.0100x001 肱骨骨折闭合复位术
79.0201 桡骨骨折闭合性复位术
79.0202 尺骨骨折闭合性复位术
79.0301 腕骨骨折闭合性复位术
79.0302 掌骨骨折闭合性复位术
79.0400x004 指关节骨折闭合复位术(腕掌关节、掌指关节、指间关节)
79.0401 指骨骨折闭合性复位术
79.0500x002 股骨骨折闭合复位术
79.0601 胫骨骨折闭合性复位术
79.0602 腓骨骨折闭合性复位术
79.0603 踝关节骨折闭合性复位术
79.0604 髌骨骨折闭合性复位术
79.0700x002 距骨骨折闭合复位术
79.0700x005 跟骨骨折闭合复位术
79.0701 跗骨骨折闭合性复位术
79.0702 跖骨骨折闭合性复位术
79.0801 趾骨骨折闭合性复位术
79.0901 锁骨骨折闭合性复位术
79.0902 骨盆骨折闭合性复位术
79.1100x002 肱骨骨折闭合复位钢针内固定术
79.1100x003 肱骨骨折闭合复位螺钉内固定术
79.1100x004 肱骨骨折闭合复位髓内针内固定术
79.1100x005 肱骨骨折闭合复位钢板内固定术
79.1200x003 尺骨骨折闭合复位钢针内固定术
79.1200x004 桡骨骨折闭合复位钢针内固定术
79.1200x005 尺骨骨折闭合复位螺钉内固定术
79.1200x006 桡骨骨折闭合复位螺钉内固定术
79.1200x007 尺骨骨折闭合复位髓内针内固定术
79.1200x008 桡骨骨折闭合复位髓内针内固定术
79.1200x009 尺骨骨折闭合复位钢板内固定术
79.1201 桡骨骨折闭合复位内固定术
79.1202 尺骨骨折闭合复位内固定术
79.1300x003 腕骨骨折闭合复位钢针内固定术
79.1300x004 掌骨骨折闭合复位钢针内固定术
79.1300x005 腕骨骨折闭合复位螺钉内固定术
79.1300x006 掌骨骨折闭合复位螺钉内固定术
79.1300x007 腕骨骨折闭合复位空心钉内固定术
79.1300x008 掌骨骨折闭合复位髓内针内固定术
79.1300x009 掌骨骨折闭合复位钢板内固定术
79.1301 腕骨骨折闭合复位内固定术
79.1302 掌骨骨折闭合复位内固定术
79.1400x002 指骨骨折闭合复位钢针内固定术
79.1400x003 指骨骨折闭合复位螺钉内固定术
79.1400x004 指骨骨折闭合复位髓内针内固定术
79.1500x006 股骨骨折闭合复位髓内针内固定术
79.1500x007 股骨骨折闭合复位钢针内固定术
79.1500x008 股骨骨折闭合复位螺钉内固定术
79.1600x004 胫骨骨折闭合复位髓内针内固定术
79.1600x006 胫骨骨折闭合复位螺钉内固定术
79.1600x007 踝关节骨折闭合复位髓内针内固定术
79.1600x008 踝关节骨折闭合复位钢针内固定术
79.1600x009 腓骨骨折闭合复位髓内针内固定术
79.1600x011 腓骨骨折闭合复位螺钉内固定术
79.1600x012 胫骨骨折闭合复位钢板内固定术
79.1600x013 踝关节骨折闭合复位螺钉内固定术
79.1600x014 腓骨骨折闭合复位钢板内固定术
79.1700x005 跖骨骨折闭合复位钢针内固定术
79.1700x006 跖骨骨折闭合复位螺钉内固定术
79.1700x007 跗骨骨折闭合复位螺钉内固定术
79.1700x009 跟骨骨折闭合复位钢针内固定术
79.1700x011 跖骨骨折闭合复位髓内针内固定术
79.1700x012 跗骨骨折闭合复位钢针内固定术
79.1701 跗骨骨折闭合复位内固定术
79.1702 跖骨骨折闭合复位内固定术
79.1800x002 趾骨骨折闭合复位钢针内固定术
79.1800x003 趾骨骨折闭合复位髓内针内固定术
79.1900x005 髌骨骨折闭合复位空心钉内固定术
79.1900x006 锁骨骨折闭合复位钢板内固定术
79.1900x007 锁骨骨折闭合复位钢针内固定术
79.1900x008 锁骨骨折闭合复位螺钉内固定术
79.1900x009 锁骨骨折闭合复位髓内针内固定术
79.1901 肋骨骨折闭合复位内固定术
79.1902 锁骨骨折闭合复位内固定术
79.1903 骨盆骨折闭合复位内固定术
79.2101 肱骨骨折切开复位术
79.2201 桡骨骨折切开复位术
79.2202 尺骨骨折切开复位术
79.2301 腕骨骨折切开复位术
79.2302 掌骨骨折切开复位术
79.2400x002 指关节骨折切开复位术(腕掌关节、掌指关节、指间关节)
79.2401 指骨骨折切开复位术
79.2501 股骨骨折切开复位术
79.2601 胫骨骨折切开复位术
79.2602 腓骨骨折切开复位术
79.2603 踝关节骨折切开复位术
79.2700x004 跟骨骨折切开复位术
79.2701 跗骨骨折切开复位术
79.2702 跖骨骨折切开复位术
79.2801 趾骨骨折切开复位术
79.2900x004 髌骨骨折切开复位术
79.2901 锁骨骨折切开复位术
79.3100x004 肱骨骨折切开复位钢针内固定术
79.3100x005 肱骨骨折切开复位钢板内固定术
79.3100x006 肱骨骨折切开复位螺钉内固定术
79.3100x007 肱骨骨折切开复位髓内针内固定术
79.3100x008 肱骨骨折切开复位空心钉内固定术
79.3100x009 肱骨骨折切开复位 TINI 环抱器内固定术
79.3101 肱骨骨折切开复位内固定术
79.3200x001 尺骨骨折切开复位钢板内固定术
79.3200x002 尺骨骨折切开复位髓内针内固定术
79.3200x009 尺骨骨折切开复位螺钉内固定术
79.3200x011 桡骨骨折切开复位钢板内固定术
79.3200x012 桡骨骨折切开复位螺钉内固定术
79.3200x013 桡骨骨折切开复位髓内针内固定术
79.3200x014 桡骨骨折切开复位钢针内固定术
79.3201 桡骨骨折切开复位内固定术
79.3202 尺骨骨折切开复位内固定术
79.3300x005 掌骨骨折切开复位钢板内固定术
79.3300x006 掌骨骨折切开复位螺钉内固定术
79.3300x007 掌骨骨折切开复位髓内针内固定术
79.3300x008 掌骨骨折切开复位钢针内固定术
79.3300x009 腕骨骨折切开复位钢板内固定术
79.3300x012 腕骨骨折切开复位钢针内固定术
79.3300x013 腕骨骨折切开复位空心钉内固定术
79.3301 腕骨骨折切开复位内固定术
79.3302 掌骨骨折切开复位内固定术
79.3400x002 指骨骨折切开复位螺钉内固定术
79.3400x003 指骨骨折切开复位髓内针内固定术
79.3400x004 指骨骨折切开复位钢针内固定术
79.3400x005 指骨骨折切开复位钢板内固定术
79.3400x006 指关节骨折切开复位内固定术(腕掌关节、掌指关节、指间关节)
79.3401 指骨骨折切开复位内固定术
79.3500x016 股骨骨折切开复位钢板内固定术
79.3500x017 股骨骨折切开复位螺钉内固定术
79.3500x018 股骨骨折切开复位髓内针内固定术
79.3500x019 股骨骨折切开复位钢针内固定术
79.3600x008 腓骨骨折切开复位钢针内固定术
79.3600x009 踝关节骨折切开复位钢板内固定术
79.3600x011 踝关节骨折切开复位髓内针内固定术
79.3600x012 踝关节骨折切开复位钢针内固定术
79.3600x013 胫骨骨折切开复位钢板内固定术
79.3600x014 胫骨骨折切开复位螺钉内固定术
79.3600x015 胫骨骨折切开复位髓内针内固定术
79.3600x016 胫骨骨折切开复位钢针内固定术
79.3600x017 腓骨骨折切开复位钢板内固定术
79.3600x018 腓骨骨折切开复位螺钉内固定术
79.3600x019 腓骨骨折切开复位髓内针内固定术
79.3700x011 跗骨骨折切开复位髓内针内固定术
79.3700x012 跗骨骨折切开复位钢针内固定术
79.3700x013 跟骨骨折切开复位钢板内固定术
79.3700x014 跟骨骨折切开复位螺钉内固定术
79.3700x015 跖骨骨折切开复位螺钉内固定术
79.3700x016 跖骨骨折切开复位髓内针内固定术
79.3700x017 跖骨骨折切开复位钢针内固定术
79.3700x018 跟骨骨折切开复位钢针内固定术
79.3700x019 跖骨骨折切开复位钢板内固定术
79.3700x031 距骨骨折切开复位螺钉内固定术
79.3700x033 距骨骨折切开复位钢针内固定术
79.3700x055 距骨骨折切开复位钢板内固定术
79.3702 跖骨骨折切开复位内固定术
79.3800x002 趾骨骨折切开复位螺钉内固定术
79.3800x003 趾骨骨折切开复位髓内针内固定术
79.3800x004 趾骨骨折切开复位钢针内固定术
79.3900x001 髌骨骨折切开复位张力带钢丝内固定术
79.3900x002 髌骨骨折切开复位螺钉内固定术
79.3900x025 骨盆骨折切开复位螺钉内固定术
79.3900x026 骨盆骨折切开复位髓内针内固定术
79.3900x027 骨盆骨折切开复位钢针内固定术
79.3900x028 肩胛骨骨折切开复位螺钉内固定术
79.3900x031 距骨骨折切开复位螺钉内固定术
79.3900x033 距骨骨折切开复位钢针内固定术
79.3900x034 肋骨骨折切开复位螺钉内固定术
79.3900x036 肋骨骨折切开复位钢针内固定术
79.3900x037 髂骨骨折切开复位螺钉内固定术
79.3900x039 髂骨骨折切开复位钢针内固定术
79.3900x041 锁骨骨折切开复位髓内针内固定术
79.3900x042 锁骨骨折切开复位钢针内固定术
79.3900x043 骨盆骨折切开复位钢板内固定术
79.3900x044 肩胛骨骨折切开复位钢板内固定术
79.3900x045 髋骨骨折切开复位钢板内固定术
79.3900x046 髋骨骨折切开复位螺钉内固定术
79.3900x048 髋骨骨折切开复位钢针内固定术
79.3900x049 肋骨骨折切开复位钢板内固定术
79.3900x051 锁骨骨折切开复位钢板内固定术
79.3900x052 髌骨骨折切开复位聚髌器内固定术
79.3900x053 胸骨骨折切开复位钢板内固定术
79.3900x054 胸骨骨折切开复位螺钉内固定术
79.3900x055 距骨骨折切开复位钢板内固定术
79.4101 肱骨骨骺分离闭合复位术
79.4201 桡骨骨骺分离闭合复位术
79.4202 尺骨骨骺分离闭合复位术
79.4501 股骨骨骺分离闭合复位术
79.4601 胫骨骨骺分离闭合复位术
79.4602 腓骨骨骺分离闭合复位术
79.6100 肱骨开放性骨折部位的清创术
79.6201 桡骨开放性骨折清创术
79.6202 尺骨开放性骨折清创术
79.6301 腕骨开放性骨折清创术
79.6302 掌骨开放性骨折清创术
79.6400 手指开放性骨折部位的清创术
79.6500 股骨开放性骨折部位的清创术
79.6601 胫骨开放性骨折清创术
79.6602 腓骨开放性骨折清创术
79.6701 跗骨开放性骨折清创术
79.6702 跖骨开放性骨折清创术
79.6800 趾开放性骨折部位的清创术
79.6900x002 髌骨开放性骨折清创术
79.6901 锁骨开放性骨折清创术
79.7100 肩脱位闭合性复位术
79.7200 肘脱位闭合性复位术
79.7300 腕脱位闭合性复位术
79.7401 掌指关节脱位闭合性复位术
79.7402 指关节脱位闭合复位术
79.7500 髋脱位闭合性复位术
79.7600x001 髌骨脱位闭合复位术
79.7700 踝脱位闭合性复位术
79.7801 跖关节脱位闭合复位术
79.7802 趾关节脱位闭合性复位术
79.7900x002 环杓关节脱位闭合复位术
79.7900x003 颈椎脱位闭合复位术
79.7900x005 桡尺关节脱位闭合复位术
79.7900x006 腰椎脱位闭合复位术
79.8100x003 肩关节脱位切开复位内固定术
79.8100x004 肩锁关节脱位切开复位术
79.8100x006 肩锁关节脱位切开复位内固定术
79.8200x001 肘关节脱位切开复位内固定术
79.8201 桡骨头脱位切开复位术
79.8300x001 腕关节脱位切开复位内固定术
79.8301 腕掌关节脱位切开复位术
79.8401 指关节脱位切开复位术
79.8402 掌指关节脱位切开复位术
79.8500x001 髋关节脱位切开复位内固定术
79.8600x002 胫骨结节内下移位术[改良HAUSER 手术]
79.8700 踝脱位开放性复位术
79.8801 趾关节脱位切开复位术
79.8802 距下关节脱位切开复位术
79.8803 跖跗关节脱位切开复位术
79.8900x001 尺桡关节脱位切开复位术
79.8900x002 颈椎脱位切开复位内固定术
79.8900x003 颈椎脱位切开复位术
79.8900x005 腕掌关节切开复位内固定术
79.8900x006 腰椎脱位切开复位内固定术
79.8900x007 腰椎脱位切开复位术
79.8901 胸锁关节切开复位术
79.8902 肩锁关节脱位切开复位术
79.8903 肩锁关节脱位切开复位内固定术
80.0100x001 肩关节假体取出术
80.0100x002 肩关节旷置术
80.0101 肩关节切开假体去除关节旷置术
80.0200x001 肘关节假体取出术
80.0200x002 肘关节旷置术
80.0201 肘关节切开假体去除关节旷置术
80.0300x001 腕关节假体取出术
80.0300x002 腕关节旷置术
80.0301 腕关节切开假体去除关节旷置术
80.0400x001 指关节假体取出术
80.0400x002 指关节旷置术
80.0401 指关节切开假体去除关节旷置术
80.0500x001 髋关节假体取出术
80.0500x003 髋关节旷置术
80.0501 髋关节切开假体去除关节旷置术
80.0600x001 膝关节假体取出术
80.0600x002 膝关节旷置术
80.0601 膝关节切开假体去除关节旷置术
80.0700x001 踝关节假体取出术
80.0700x002 踝关节旷置术
80.0701 踝关节切开假体去除关节旷置术
80.0800x001 趾关节假体取出术
80.0800x002 趾关节旷置术
80.0801 趾关节切开假体去除关节旷置术
80.0900x001 人工椎体取出术
80.1100 肩关节切开术
80.1101 关节镜肩关节游离体取出术
80.1201 关节镜肘关节游离体取出术
80.1300 腕关节切开术
80.1300x002 腕关节镜下游离体取出术
80.1400 手和指关节切开术
80.1500 髋关节切开术
80.1501 关节镜髋关节游离体取出术
80.1601 膝关节游离体取出术
80.1602 膝关节异物取出术
80.1603 膝关节血肿清除术
80.1604 关节镜膝关节游离体取出术
80.1800x003 跖趾关节镜下游离体取出术
80.1801 跖趾关节切开术
80.1802 趾关节切开术
80.4101 肩关节松解术
80.4102 关节镜肩关节松解术
80.4201 肘关节松解术
80.4202 关节镜肘关节松解术
80.4300x001 腕关节松解术
80.4301 关节镜腕关节松解术
80.4302 腕韧带松解术
80.4400x001 指关节囊松解术
80.4400x004 掌指关节侧副韧带松解术
80.4400x005 关节镜下指关节松解术
80.4401 指关节松解术
80.4402 指韧带松解术
80.4500x001 髋关节囊松解术
80.4501 髋关节松解术
80.4502 关节镜髋关节松解术
80.4601 膝关节松解术
80.4602 髌韧带松解术
80.4603 关节镜膝关节松解术
80.4700x002 踝关节囊松解术
80.4701 踝关节松解术
80.4702 关节镜踝关节松解术
80.4800x002 ？趾关节松解术
80.4800x005 距下关节囊松解术
80.4801 跖关节松解术
80.4802 趾关节松解术
80.4803 关节镜趾关节松解术
80.4804 足韧带松解术
80.4900x002 脊柱关节松解术
80.4901 骶韧带切断术
80.5100x008 前入路颈椎间盘切除术
80.5100x011 后入路胸椎间盘切除术
80.5100x013 后入路腰椎间盘切除术
80.5100x023 颈椎间盘切除伴椎板切除术
80.5100x024 颈椎间盘切除伴半椎板切除术
80.5100x025 颈椎间盘髓核切除术
80.5100x026 椎间盘镜下后入路颈椎间盘切除术
80.5100x027 胸椎间盘切除伴椎板切除术
80.5100x028 胸椎间盘切除伴半椎板切除术
80.5100x029 胸椎间盘髓核切除术
80.5100x031 椎间盘镜下前入路胸椎间盘切除术
80.5100x032 椎间盘镜下前入路颈椎间盘切除术
80.5100x033 椎间盘镜下后入路腰椎间盘切除术
80.5100x034 椎间盘镜下前入路腰椎间盘切除术
80.5100x035 腰椎间盘切除伴椎板切除术
80.5100x036 腰椎间盘切除伴半椎板切除术
80.5100x037 经皮腰椎间盘髓核切吸术
80.5100x038 腰椎间盘髓核切除伴椎板切除术
80.5100x039 前外侧入路腰椎间盘切除术
80.5101 颈椎间盘切除术
80.5102 颈椎间盘切除伴椎管减压术
80.5103 内镜下颈椎间盘切除术
80.5104 胸椎间盘切除术
80.5105 胸椎间盘切除伴椎管减压术
80.5106 内镜下胸椎间盘切除术
80.5107 腰椎间盘切除术
80.5108 腰椎间盘切除伴椎管减压术
80.5109 腰椎髓核切除术
80.5110 内镜下腰椎间盘切除术
80.5111 内镜下腰椎髓核切除术
80.5200 椎间盘化学溶解术
80.5401 腰椎间盘纤维环缝合术
80.5900x001 椎间盘射频消融术
80.5900x003 椎间盘激光汽化术
80.6x00x002 膝半月板切除术
80.6x00x010 膝关节镜下外侧半月板切除术
80.6x00x011 膝关节镜下内侧半月板切除术
80.6x01 膝内侧半月板切除术
80.6x02 膝外侧半月板切除术
80.6x03 膝半月板部分切除术
80.6x05 关节镜膝关节半月板切除术
80.6x06 关节镜膝关节半月板部分切除术
80.6x07 关节镜膝内侧半月板部分切除术
80.6x08 关节镜膝外侧半月板部分切除术
80.7100 肩关节滑膜切除术
80.7101 关节镜肩关节滑膜切除术
80.7200 肘关节滑膜切除术
80.7201 关节镜肘关节滑膜切除术
80.7300 腕关节滑膜切除术
80.7301 关节镜腕关节滑膜切除术
80.7400 手和指关节滑膜切除术
80.7401 关节镜指关节滑膜切除术
80.7500 髋关节滑膜切除术
80.7501 关节镜髋关节滑膜切除术
80.7600 膝关节滑膜切除术
80.7601 关节镜膝关节滑膜切除术
80.7700 踝关节滑膜切除术
80.7701 关节镜踝关节滑膜切除术
80.7800 足和趾关节滑膜切除术
80.7800x002 跖关节镜下跖关节滑膜切除术
80.7801 关节镜趾关节滑膜切除术
80.8101 肩关节病损切除术
80.8102 关节镜肩关节病损切除术
80.8200x003 肘关节镜下微骨折术
80.8201 肘关节病损切除术
80.8202 关节镜肘关节病损切除术
80.8301 腕关节病损切除术
80.8302 关节镜腕关节病损切除术
80.8401 指关节病损切除术
80.8402 关节镜指关节病损切除术
80.8501 髋关节病损切除术
80.8502 关节镜髋关节病损切除术
80.8600x009 膝关节镜下微骨折术
80.8601 膝关节病损切除术
80.8602 关节镜膝关节病损切除术
80.8700x007 踝关节镜下微骨折术
80.8701 踝关节病损切除术
80.8702 关节镜踝关节病损切除术
80.8800x003 ？囊病损切除术
80.8800x004 跖趾关节镜下病损切除术
80.8801 趾关节病损切除术
80.8900x001 骶髂关节病损切除术
80.8900x004 项韧带病损切除术
80.8900x005 胸锁关节病损切除术
80.9800x001 跖趾关节切除术
80.9900x001 黄韧带部分切除术
80.9900x002 假关节切除术
80.9900x003 颈椎后路小关节切除术
80.9900x004 肋软骨切除术
80.9900x005 项韧带切除术
