疾病编码 疾病名称 排除内容
T91.802 陈旧性躯干神经损伤 表 7-199
T91.803 陈旧性脊柱韧带扭伤 表 7-199
T92.300 上肢脱位、扭伤和劳损后遗症 表 7-199
T92.300x001 上肢脱位后遗症 表 7-199
T92.300x002 上肢扭伤后遗症 表 7-199
T92.300x005 陈旧性腕掌关节脱位 表 7-199
1186
疾病编码 疾病名称 排除内容
T92.300x006 陈旧性掌指关节脱位 表 7-199
T92.300x007 陈旧性指关节脱位 表 7-199
T92.300x008 陈旧性桡骨头脱位 表 7-199
T92.300x011 指韧带损伤后遗症 表 7-199
T92.300x012 陈旧性下尺桡关节损伤 表 7-199
T92.300x013 陈旧性舟骨月骨周围脱位 表 7-199
T92.300x015 掌板侧副韧带损伤后遗症 表 7-199
T92.300x016 肘关节韧带损伤后遗症 表 7-199
T92.300x017 上肢韧带损伤后遗症 表 7-199
T92.301 陈旧性手部关节韧带损伤 表 7-199
T92.302 陈旧性桡尺关节脱位 表 7-199
T92.303 肩关节扭伤后遗症 表 7-199
T98.200 创伤的某些早期并发症的后遗症 表 7-199
T98.200x011 开放性损伤伴异物 表 7-199
T98.200x012 开放性损伤伴异物合并感染 表 7-199
T98.200x021 开放性损伤伴感染 表 7-199
T98.200x031 开放性损伤延期愈合 表 7-199
T98.200x032 开放性损伤延期治疗 表 7-199
T98.200x033 开放性损伤愈合不良 表 7-199
Z96.200x001 骨传导听力装置植入状态 表 7-202
Z96.201 人工耳蜗植入 表 7-202
