包含以下主要诊断：
A01.002+G01* 伤寒性脑膜炎
S02.112 开放性枕骨骨折
S02.113 开放性颞骨骨折
S02.114 开放性筛窦骨折
S02.300 眶底骨折
S02.300x002 眶底粉碎性骨折
S02.700x001 颅骨多发性骨折
S02.700x002 颅骨和面骨多发性骨折
S02.701 多发性面骨骨折
S02.712 开放性多发性颅骨骨折
S02.900x002 颅骨骨折
S02.902 颅骨凹陷性骨折
S02.911 开放性颅骨骨折
S04.200 滑车神经损伤
S04.300 三叉神经损伤
S04.400 展神经损伤
S04.500 面神经损伤
S04.501 面神经断裂
S04.502 眶下神经损伤
S04.600 听神经损伤
S04.700 副神经损伤
S04.801 舌下神经损伤
S04.802 嗅神经损伤
S04.803 舌咽神经损伤
S04.804 迷走神经损伤
S04.900 脑神经损伤
S06.000 脑震荡
S06.100 创伤性大脑水肿
S06.200x001 弥散性大脑损伤
S06.200x002 弥散性小脑损伤
S06.200x011 弥散性大脑损伤伴出血
S06.200x021 弥散性小脑损伤伴出血
S06.200x031 多发性大脑内出血
S06.200x032 多发性大脑血肿
S06.200x033 多发性小脑血肿
S06.200x081 多发性大脑挫裂伤
S06.200x082 多发性小脑挫裂伤
S06.201 脑干挫伤
S06.202 脑挫伤
S06.203 大脑撕裂伤
S06.204 创伤性脑疝
S06.205 创伤性脑受压
S06.206 弥漫性轴索损伤
S06.211 开放性脑挫伤
S06.300x001 局灶性大脑损伤
S06.300x002 局灶性小脑损伤
S06.300x011 局灶性大脑挫伤伴出血
S06.300x021 局灶性小脑挫伤伴出血
S06.300x031 局灶性大脑挫伤伴血肿
S06.300x032 局灶性大脑挫伤伴大量出血
S06.300x041 局灶性小脑挫伤伴血肿
S06.300x042 局灶性小脑挫伤伴大量出血
S06.300x081 局灶性大脑挫裂伤
S06.300x082 局灶性小脑挫裂伤
S06.301 创伤性脑局灶出血
S06.302 创伤性脑血肿
S06.310 开放性局灶性脑损伤
S06.400 硬膜外出血
S06.401 创伤性闭合性硬膜外血肿
S06.410 开放性硬膜外出血
S06.500 创伤性硬膜下出血
S06.500x002 创伤性硬脑膜下血肿
S06.500x004 急性创伤性硬脑膜下血肿
S06.500x006 亚急性创伤性硬脑膜下血肿
S06.501 创伤性急性硬膜下出血
S06.502 创伤性慢性硬膜下血肿
S06.510 开放性硬膜下出血
S06.600 创伤性蛛网膜下出血
S06.600x002 创伤性蛛网膜下腔血肿
S06.610 开放性蛛网膜下隙出血
S06.700 颅内损伤伴有延长的昏迷
S06.700x001 闭合性颅脑损伤轻型
S06.700x002 闭合性颅脑损伤中型
S06.700x003 闭合性颅脑损伤重型
S06.700x004 闭合性颅脑损伤特重型
S06.700x005 开放性颅脑损伤轻型
S06.700x006 开放性颅脑损伤中型
S06.700x007 开放性颅脑损伤重型
S06.700x008 开放性颅脑损伤特重型
S06.710 开放性颅内损伤伴长时间昏迷
S06.800x002 创伤性脑内血肿
S06.800x004 创伤性小脑血肿
S06.800x005 创伤性小脑挫伤
S06.800x007 创伤性颅内血肿
S06.800x009 创伤性颅内动脉瘤
S06.800x010 创伤性脑梗塞
S06.800x011 创伤性颅内积气
S06.800x012 创伤性脑积水
S06.800x013 创伤性硬脑膜下积液
S06.801 创伤性小脑出血
S06.802 创伤性脑出血
S06.803 创伤性脑干出血
S06.804 创伤性颅内出血
S06.805 创伤性颅内海绵窦损伤
S06.811 开放性脑出血
S06.812 开放性脑干出血
S06.813 开放性小脑出血
S06.814 开放性颅内出血
S06.900 颅内损伤
S06.901 脑干损伤
S06.910 开放性颅内损伤
S06.911 开放性脑干损伤
S06.912 开放性颅内海绵窦损伤
S14.001 颈部脊髓水肿
S14.002 颈部脊髓震荡
S14.100x011 颈部脊髓完全损伤
S14.100x021 颈部脊髓中央损伤综合征
S14.100x022 脊髓中央管综合征
S14.100x031 颈部脊髓前索综合征
S14.100x032 颈部脊髓不完全损伤
S14.100x033 颈部脊髓后索综合征
S14.100x701 颈部脊髓功能损伤
S14.100x711 颈部脊髓功能损伤 C1
S14.100x721 颈部脊髓功能损伤 C2
S14.100x731 颈部脊髓功能损伤 C3
S14.100x741 颈部脊髓功能损伤 C4
S14.100x751 颈部脊髓功能损伤 C5
S14.100x761 颈部脊髓功能损伤 C6
S14.100x771 颈部脊髓功能损伤 C7
S14.100x781 颈胸段脊髓功能损伤
S14.101 颈部脊髓损伤
S14.200 颈椎棘突神经根的损伤
S14.200x001 颈脊神经根损伤
S14.300 臂丛损伤
S14.400 颈部周围神经损伤
S14.500 颈部交感神经损伤
S14.601 颈部神经损伤
S24.000x002 胸部脊髓震荡
S24.001 胸部脊髓水肿
S24.100x011 胸部脊髓完全损伤
S24.100x021 胸部脊髓前索综合征
S24.100x022 胸部脊髓中央损伤综合征
S24.100x023 胸部脊髓不完全损伤
S24.100x024 胸部脊髓后索综合征
S24.100x701 胸部脊髓功能损伤
S24.100x711 胸部脊髓功能损伤 T1
S24.100x721 胸部脊髓功能损伤 T2/T3
S24.100x731 胸部脊髓功能损伤 T4/T5
S24.100x741 胸部脊髓功能损伤 T6/T7
S24.100x751 胸部脊髓功能损伤 T8/T9
S24.100x761 胸部脊髓功能损伤 T10/T11
S24.100x771 胸部脊髓功能损伤 T12
S24.101 胸部脊髓损伤
S24.300 胸部周围神经损伤
S24.300x001 肋间神经损伤
S24.400 胸部交感神经损伤
S24.400x001 心丛神经损伤
S24.400x002 食管丛神经损伤
S24.400x003 肺丛神经损伤
S24.400x004 星状神经丛损伤
S24.400x005 胸部交感神经节损伤
S24.500 胸部其他神经的损伤
S24.500x001 膈神经损伤
S24.600 胸部神经的损伤
S34.000x002 腰部脊髓震荡
S34.001 腰部脊髓水肿
S34.100x001 腰部脊髓损伤
S34.100x002 腰部脊髓完全损伤
S34.100x003 腰部脊髓不完全损伤
S34.100x701 腰部脊髓功能损伤
S34.100x711 腰部脊髓功能损伤 L1
S34.100x721 腰部脊髓功能损伤 L2
S34.100x731 腰部脊髓功能损伤 L3
S34.100x741 腰部脊髓功能损伤 L4
S34.100x751 腰部脊髓功能损伤 L5
S34.100x761 骶部脊髓功能损伤
S34.200x001 骶脊神经根损伤
S34.200x002 腰脊神经根损伤
S34.300 马尾损伤
S34.400 腰骶丛损伤
S34.500 腰部、骶部和骨盆交感神经损伤
S34.500x001 腹腔交感神经节损伤
S34.500x004 肠系膜下丛交感神经损伤
S34.500x005 肠系膜上丛交感神经损伤
S34.501 腹腔丛损伤
S34.502 腹下丛损伤
S34.503 肠系膜丛损伤
S34.504 内脏神经损伤
S34.600 腹部、下背和骨盆周围神经损伤
S34.601 下背周围神经损伤
S34.602 骨盆周围神经损伤
S34.800x001 腰骶神经损伤
S34.801 腹部神经损伤
S34.802 下背神经损伤
S34.803 骨盆神经损伤
S44.000x001 上臂尺神经损伤
S44.100x001 上臂正中神经损伤
S44.101 上臂正中神经断裂
S44.200x001 上臂桡神经损伤
S44.300 腋神经损伤
S44.400 肌皮神经损伤
S44.500 在肩和上臂水平的皮感觉神经损伤
S44.500x001 臂内侧皮神经损伤
S44.501 上臂皮感觉神经损伤
S44.700x001 肩和上臂多处神经损伤
S44.701 上臂多发神经损伤
S44.800x001 肩胛上神经损伤
S44.900x001 肩和上臂神经损伤
S44.901 上臂神经损伤
S54.000x001 前臂尺神经损伤
S54.001 前臂尺神经断裂
S54.100x001 前臂正中神经损伤
S54.101 前臂正中神经断裂
S54.200x001 前臂桡神经损伤
S54.300x001 前臂皮感觉神经损伤
S54.700x001 前臂多处神经损伤
S54.800 在前臂水平的其他神经损伤
S54.900x001 前臂神经损伤
S64.000x001 腕部尺神经损伤
S64.000x002 手部尺神经损伤
S64.100x001 腕部正中神经损伤
S64.100x002 手部正中神经损伤
S64.200x001 腕部桡神经损伤
S64.200x002 手部桡神经损伤
S64.300 拇指指神经损伤
S64.400x001 指神经损伤
S64.700x001 腕和手多处神经损伤
S64.800 在腕和手水平的其他神经损伤
S64.900x001 腕和手神经损伤
S74.000x001 坐骨神经损伤
S74.000x002 髋部坐骨神经损伤
S74.000x003 大腿坐骨神经损伤
S74.100x001 股神经损伤
S74.100x002 髋部股神经损伤
S74.100x003 大腿股神经损伤
S74.200x001 髋部皮感觉神经损伤
S74.200x002 大腿皮感觉神经损伤
S74.700x001 髋部多处神经损伤
S74.700x002 大腿多处神经损伤
S74.801 闭孔神经损伤
S74.900x001 髋部神经损伤
S74.900x002 大腿神经损伤
S84.000x001 胫后神经损伤
S84.000x002 胫神经损伤
S84.100x001 腓神经损伤
S84.200x001 小腿皮感觉神经损伤
S84.700x001 小腿多处神经损伤
S84.800x001 腓总神经损伤
S84.800x002 腓肠神经损伤
S84.900x001 小腿神经损伤
S94.000 足底外侧神经损伤
S94.100 足底内侧神经损伤
S94.200x001 踝和足腓深神经损伤
S94.200x002 腓深神经外侧支末端损伤
S94.300x001 踝和足皮感觉神经损伤
S94.700x001 踝和足多处神经损伤
S94.800x001 趾神经损伤
S94.900x001 踝和足神经损伤
T02.000x001 头和颈骨折
T02.010 开放性头部伴颈部骨折
T06.000x001 脑神经损伤伴颈神经和脊髓损伤
T06.100x001 多处神经和脊髓损伤
T06.101 脊周围神经损伤
T06.200x001 多处神经损伤
T09.300 脊髓损伤
T09.300x003 脊髓完全损伤
T09.300x004 脊髓中央损伤综合征
T09.300x005 脊髓前索综合征
T09.300x006 脊髓后索综合征
T09.300x007 脊髓血肿
T09.301 创伤性截瘫
T09.400 躯干神经、脊神经根和神经丛的损伤
T09.400x001 脊神经损伤
T09.400x002 脊神经根损伤
T09.400x003 脊神经丛损伤
T11.300 上肢神经的损伤
T13.300 下肢神经的损伤
T14.400 神经损伤
T70.203 高原性脑水肿
T79.100x002 创伤性脑脂肪栓塞
T79.801 创伤性脑膜炎
T80.600x007 急性透析性脑病
T80.600x008 慢性透析性脑病
T80.600x009 透析性脑病
T85.000 脑室颅内(交通)分流的机械性并发症
T85.001 脑室腹腔分流管障碍
T85.002 脑室腹腔分流管脱位
T85.003 脑室腹腔分流管阻塞
T85.100 神经系统植入的电子刺激器的机械性并发~~症
T85.100x001 脑电子神经刺激器引起的机械性并发~~症
T85.100x002 周围神经电子神经刺激器引起的机械~~性并发症
T85.100x004 脊髓电子神经刺激器引起的机械性并~~发症
T85.807 颅骨补片排斥反应
T90.300 脑神经损伤后遗症
T90.300x003 视神经损伤后遗症
T90.301 陈旧性脑神经损伤
T90.302 陈旧性面神经损伤
T90.500 颅内损伤后遗症
T90.501 陈旧性颅脑损伤
T90.502 陈旧性颅内损伤
T90.503 创伤性癫痫
T91.300 脊髓损伤后遗症
T91.300x002 颈部脊髓损伤后遗症
T91.300x003 胸部脊髓损伤后遗症
T91.300x004 腰部脊髓损伤后遗症
T91.301 陈旧性脊髓损伤
Z42.000x011 开颅术后骨瓣凹陷整形
Z42.001 颅骨缺损修补
Z46.200x001 取出神经系统治疗装置
Z46.200x002 神经刺激器更换
Z46.201 听觉代替装置
Z46.202 视觉代替装置
